evidence_id,research_topic,source_id,evidence_type,country_or_region,setting_or_context,person_or_group_involved,stage_or_process_step,topic_category,condition_or_issue,finding,what_happened,what_was_identified,what_was_missed,cause_or_contributing_factor,outcome_or_consequence,evidence_quality,source_url_or_identifier,product_or_system_implication,notes,date_packaged
E035,Real health-system patient flows for identifying health issues,S35,workflow finding,England,public health screening,"screening office, radiographers, radiologists, assessment clinic, MDT",before visit; public health screening; imaging ordered; imaging interpretation; specialist review,no follow-up ownership; abnormal result not followed up; patient self-advocacy required,breast cancer,Population screening has a built-in non-attendance black zone.,"Programme sends invitations, performs mammography, recalls non-attenders/technical failures, and sends abnormal cases to assessment clinic/MDT.","Identified: mammographic abnormalities; missed: non-attendance, unclear images, communication failures.","Identified: mammographic abnormalities; missed: non-attendance, unclear images, communication failures.",no follow-up ownership; abnormal result not followed up; patient self-advocacy required,pathway-specific,high,https://www.gov.uk/government/publications/breast-screening-programme-pathway-requirements/breast-screening-programme-pathway-requirements,"Track invitations to attendance to result to assessment closure, including failed contacts.",National screening pathway source.,2026-05-30
E036,Real health-system patient flows for identifying health issues,S37,workflow finding,US,public health screening / community,"patient navigator, patient/family/caregiver, screening/diagnostic service",before visit; referral; follow-up,fragmented care; patient self-advocacy required; referral delay,"breast, cervical, colorectal cancer screening and diagnosis",The problem is often not clinical detection but completion of the next step.,"CDC describes navigators helping people overcome practical, informational and trust barriers to screening and diagnosis.",Identified: access barriers; missed: patients who disappear between positive screen and diagnostic test.,Identified: access barriers; missed: patients who disappear between positive screen and diagnostic test.,fragmented care; patient self-advocacy required; referral delay,varies,high,https://www.cdc.gov/cancer/php/interventions/patient-navigation.html,"Barrier taxonomy should be part of follow-up workflow, not free-text only.",Public health source for patient navigation design.,2026-05-30
E037,Real health-system patient flows for identifying health issues,S38,workflow finding,India,community health center / rural clinic,"ASHA, ANM/MPW, Community Health Officer / mid-level provider, PHC/specialist referral",before visit; home/community visit; public health screening; referral; long-term monitoring,referral delay; no follow-up ownership; lab trend missed,"hypertension, diabetes, oral/breast/cervical cancer, mental health, child illness and broader PHC",Community screening creates many positive signals that need tracking beyond the first contact.,"HWCs use empanelment, home/community interaction and universal screening to identify risks before clinic attendance; CHO leads HWC team and referrals.",Identified: hidden NCD/cancer risk; missed: follow-up/compliance if referral loop is not closed.,Identified: hidden NCD/cancer risk; missed: follow-up/compliance if referral loop is not closed.,referral delay; no follow-up ownership; lab trend missed,screening cycle varies,high,https://aam.mohfw.gov.in/download/document/45a4ab64b74ab124cfd853ec9a0127e4.pdf,"Use community registry, positive-screen worklist and two-way referral closure with ASHA follow-up.",Government operational guidelines; rich low-resource workflow source.,2026-05-30
E038,Real health-system patient flows for identifying health issues,S39,workflow finding,LMIC / global,low-resource clinic,primary-care health worker,medical history; physical exam; referral; emergency escalation,red flag missed; referral delay; incomplete history,"childhood illnesses including pneumonia, diarrhoea, malaria, malnutrition",Low-resource workflows depend heavily on algorithms and referral availability.,"IMCI uses evidence-based algorithms based on history/signs/symptoms when lab/radiology support is limited; includes treatment, counselling and referral for severe illness.",Identified: severe illness and common syndromes without diagnostics; missed: atypical illness not covered by algorithm or supply/referral gaps.,Identified: severe illness and common syndromes without diagnostics; missed: atypical illness not covered by algorithm or supply/referral gaps.,red flag missed; referral delay; incomplete history,none,high,https://www.who.int/teams/maternal-newborn-child-adolescent-health-and-ageing/child-health/integrated-management-of-childhood-illness/,"Show algorithm branch, missing supplies/tests and referral transport feasibility as workflow state.",WHO source for low-resource diagnostic flow.,2026-05-30
E039,Real health-system patient flows for identifying health issues,S40,workflow finding,LMIC / hard-to-reach communities,home/community visit,"community health worker, caregiver, referral facility",before visit; home/community visit; emergency escalation,referral delay; poor handoff; low-resource supply gap,"malaria, pneumonia, diarrhoea in children under five","The first diagnostic encounter may happen at home, not a clinic.",iCCM trains/supplies CHWs to diagnose/classify/treat uncomplicated cases and refer severe illness.,"Identified: common child illnesses outside facilities; missed: severe cases if CHW stockout, training gaps or referral failure.","Identified: common child illnesses outside facilities; missed: severe cases if CHW stockout, training gaps or referral failure.",referral delay; poor handoff; low-resource supply gap,none,medium,https://www.childhealthtaskforce.org/hubs/iccm,Design offline-first CHW decision support with danger-sign escalation and referral feedback.,Global child-health programme documentation.,2026-05-30
E040,Real health-system patient flows for identifying health issues,S41,workflow finding,"DRC, Malawi, Mozambique, Niger, Nigeria",home/community visit,"CHWs, NGO implementers, health system supervisors",home/community visit; referral; follow-up,poor handoff; no follow-up ownership; fragmented care,"malaria, pneumonia, diarrhoea in under-five children",Community programmes can generate care access but require supervision and integration with facilities.,"RAcE supported iCCM scale-up through CHW training, supplies and diagnosis/treatment/referral in five countries.","Identified: millions of common illness episodes; missed: sustainability, supervision and integration challenges.","Identified: millions of common illness episodes; missed: sustainability, supervision and integration challenges.",poor handoff; no follow-up ownership; fragmented care,programme period 2012-2018,medium,https://www.who.int/teams/global-malaria-programme/case-management/community-based-case-management-race-programme,"Add supervision, stock, referral and outcome data to CHW workflows.",Programme-scale low-resource evidence.,2026-05-30
E041,Real health-system patient flows for identifying health issues,S42,workflow finding,Uganda,rural clinic,"OPD nurses, clinicians",arrival; nurse triage; vitals; first clinician assessment,red flag missed; arrival; poor handoff,urgent/emergency cases among general OPD patients,"In many rural OPDs, primary and emergency care share a front door with no formal triage.",Rural OPD implemented IITT-adapted structured triage using a three-colour checklist on charts and short training; patient flow improved without added resources.,Identified: urgent/emergency cases earlier; missed: undertriage still possible and formal triage requires staff buy-in.,Identified: urgent/emergency cases earlier; missed: undertriage still possible and formal triage requires staff buy-in.,red flag missed; arrival; poor handoff,time to provider reduced 23 minutes; total OPD stay reduced 35 minutes,medium,https://link.springer.com/article/10.1186/s12245-025-01005-z,Low-cost triage checklists can be embedded into paper charts and later digitized.,Real-world QI study in rural Uganda.,2026-05-30
E042,Real health-system patient flows for identifying health issues,S43,workflow finding,Brazil,home/community visit,"community health worker, nurse, physician, dental team",home/community visit; long-term monitoring; referral,fragmented care; no one connected the dots; documentation error,"chronic disease, minor illness, social risk, preventive care",Community knowledge is powerful but can be under-documented or poorly integrated into clinical records.,"CHWs provide home basic care, register families, relay information to teams, resolve low-level problems and refer complex problems.",Identified: hidden needs and chronic disease adherence issues; missed: signals may be lost if CHW observations do not reach nurse/physician workflow.,Identified: hidden needs and chronic disease adherence issues; missed: signals may be lost if CHW observations do not reach nurse/physician workflow.,fragmented care; no one connected the dots; documentation error,longitudinal,medium,https://www.commonwealthfund.org/publications/case-study/2016/dec/brazils-family-health-strategy-using-community-health-care-workers,Create structured CHW observation fields and escalation pathways into primary-care team huddles.,Health-system case study; strong real-world community flow.,2026-05-30
E043,Real health-system patient flows for identifying health issues,S44,workflow finding,Latin America / Caribbean,community health center / primary care,"primary-care team, nurse/doctor, programme managers",vitals; labs ordered; lab interpretation; long-term monitoring,lab/vital trend missed; no follow-up ownership,hypertension and cardiovascular risk; diabetes/CKD integration,"Screening must connect to protocolized treatment and follow-up, not just identify high BP.","PAHO HEARTS clinical pathways standardize treatment protocols, proper BP measurement and cardiovascular risk assessment in PHC.","Identified: hypertension and CVD risk; missed: poor BP technique, lack of treatment intensification or follow-up.","Identified: hypertension and CVD risk; missed: poor BP technique, lack of treatment intensification or follow-up.",lab/vital trend missed; no follow-up ownership,longitudinal,high,https://www.paho.org/en/hearts-americas/hypertension-clinical-pathways,"Track BP measurement quality, risk category, protocol step, medication intensification and return date.","Regional implementation source, not a single clinic case.",2026-05-30
E044,Real health-system patient flows for identifying health issues,S45,workflow finding,Japan,public health screening,"health insurance society, physician, public health nurse, senior nutritionist",before visit; public health screening; long-term monitoring,no follow-up ownership; normal-test trap,metabolic syndrome / lifestyle disease risk,Preventive flow identifies risk before symptoms but depends on participation and sustained behaviour support.,"Specific health checkups screen insured people/dependents age 40+; results stratify into information provision, motivational support or proactive support.",Identified: metabolic risk; missed: people outside eligibility/attendance or follow-up lifestyle support.,Identified: metabolic risk; missed: people outside eligibility/attendance or follow-up lifestyle support.,no follow-up ownership; normal-test trap,annual screening; 3+ month guidance evaluation,medium,https://www.shoken-kenpo.or.jp/eng/member/checkup/measure.html,"Link screening results to risk stratum, guidance plan, 3-month review and primary-care referral if needed.",Insurer programme source; East Asia preventive flow.,2026-05-30
E045,Real health-system patient flows for identifying health issues,S46,workflow finding,South Korea,public health screening,"NHIS, authorized hospital/clinic, patient",before visit; public health screening; lab interpretation; follow-up,abnormal result not followed up; no follow-up ownership,general health risks and cancers,Screening result delivery by mail does not ensure comprehension or completion of confirmation testing.,"Patient checks eligibility, visits authorized hospital with ID/checkup card, receives results by mail; suspected disease may receive confirmation checkup.","Identified: screen-positive or suspected disease; missed: non-attendance, inaccurate results if pre-test instructions not followed, confirmation follow-up gap.","Identified: screen-positive or suspected disease; missed: non-attendance, inaccurate results if pre-test instructions not followed, confirmation follow-up gap.",abnormal result not followed up; no follow-up ownership,periodic national screening,medium,https://www.nhis.or.kr/english/wbhe/policies/NationalHealthScreeningProgram.html,Use confirmation-test tracking and patient-language result explanations.,Official national screening flow source.,2026-05-30
E046,Real health-system patient flows for identifying health issues,S47,workflow finding,Denmark,primary care / specialist clinic,"GP, hospital cancer pathway, diagnostic centre",medical history; labs ordered; referral; specialist review,rare disease delay; referral delay; no one connected the dots,suspected cancer with alarm or nonspecific symptoms,"Countries need a route for serious nonspecific symptoms, not only organ-specific red flags.",Three-legged strategy: urgent alarm symptoms to organ-specific pathways; serious nonspecific symptoms to tests and diagnostic centres; vague low-risk symptoms managed by GP with diagnostic access.,Identified: cancers without alarm symptoms; missed: vague symptoms if GP access to diagnostics is limited or safety-netting weak.,Identified: cancers without alarm symptoms; missed: vague symptoms if GP access to diagnostics is limited or safety-netting weak.,rare disease delay; referral delay; no one connected the dots,reported diagnosis wait reductions in case-study evidence,medium,https://www.all-can.org/efficiency-hub/danish-cancer-patient-pathways-three-legged-strategy-for-faster-referral-and-diagnosis-of-cancer/,"Create nonspecific-symptom pathways with GP gut-feeling field, blood-panel bundle and diagnostic-centre referral.",Health-system case study of a distinctive diagnostic pathway model.,2026-05-30
E047,Real health-system patient flows for identifying health issues,S48,workflow finding,Denmark,specialist clinic / diagnostic centre,"GP, diagnostic centre specialists",referral; specialist review; labs/imaging ordered,rare disease delay; referral delay; normal-test trap,non-specific symptoms and signs of cancer,Nonspecific symptoms can represent high-yield diagnostic risk when systematically routed.,Cohort study of urgent referral to Denmark's non-organ-specific cancer pathway; around one fifth had cancer.,Identified: substantial cancer prevalence among non-specific symptom referrals; missed: patients with serious symptoms outside pathway criteria.,Identified: substantial cancer prevalence among non-specific symptom referrals; missed: patients with serious symptoms outside pathway criteria.,rare disease delay; referral delay; normal-test trap,2014-2021 cohort,high,https://www.nature.com/articles/s41416-024-02620-y,"Support structured referral for uncertainty, not just classic red flags.",Peer-reviewed evidence for nonspecific symptom diagnostic pathways.,2026-05-30
E048,Real health-system patient flows for identifying health issues,S49,workflow finding,Israel,primary care,"family doctor, HMO team, community health center",before visit; first clinician assessment; long-term monitoring,lab trend missed; no one connected the dots,broad primary-care and chronic disease,Digitized history reduces fragmentation but still requires pattern recognition and alert design.,Israel's HMO-based system begins with family doctor/community health centers and uses longstanding digital records/HIE to give clinicians historical data at point of care.,Identified: strong longitudinal data infrastructure; missed: data availability does not guarantee synthesis of trends or patient narrative.,Identified: strong longitudinal data infrastructure; missed: data availability does not guarantee synthesis of trends or patient narrative.,lab trend missed; no one connected the dots,longitudinal,medium,https://www1.health.gov.il/en/landing-pages/healthcare-israel/healthcare-israel/,"Use longitudinal problem timelines and trend alerts, not just data access.",Health-system overview; not a single clinical workflow manual.,2026-05-30
E049,Real health-system patient flows for identifying health issues,S50,workflow finding,Israel,hospital outpatient / diagnostic services,"referring physician, collection site staff, lab/radiology specialists, patient",labs ordered; imaging ordered; lab interpretation; follow-up,abnormal result not followed up; no follow-up ownership,conditions requiring lab/imaging/cardiac diagnostics,Result delivery is not the same as result action.,Diagnostic services are computerized from referral through collection/test and result delivery to physician and user stations; teleradiology centralizes interpretation for distant sites.,Identified: lab/imaging workflow and result dissemination; missed: action on result still depends on clinician/patient follow-up loop.,Identified: lab/imaging workflow and result dissemination; missed: action on result still depends on clinician/patient follow-up loop.,abnormal result not followed up; no follow-up ownership,varies,medium,https://www.maccabi4u.co.il/en/46562/main_english/our-healthcare-system/diagnostic-services/,Link diagnostic-result delivery to acknowledgment and documented clinical next step.,HMO service description; useful Israel/Middle East workflow example.,2026-05-30
E050,Real health-system patient flows for identifying health issues,S52,workflow finding,US,cross-setting,"clinicians, lab/radiology staff, referral/consult teams, administrative staff",labs ordered; imaging ordered; referral; follow-up,documentation error; poor handoff; abnormal result not followed up,varied diagnostic errors,"Diagnostic failure is often an operations/communication problem, not just cognitive error.","Analysis of >3,000 diagnostic safety events found many errors in the testing process plus monitoring/follow-up and referral/consultation phases.","Missed/delayed: diagnoses due to technical, administrative and communication failures.","Missed/delayed: diagnoses due to technical, administrative and communication failures.",documentation error; poor handoff; abnormal result not followed up,varies,medium,https://home.ecri.org/blogs/ecri-news/data-analysis-reveals-common-errors-that-prevent-patients-from-getting-timely-accurate-diagnoses,"Instrument handoffs: order-to-result, result-to-action, referral-to-appointment and missed-appointment loops.",Good source for cross-setting black-zone prioritization.,2026-05-30
E051,Real health-system patient flows for identifying health issues,S53,workflow finding,US,specialist clinic / rare disease,"patient, specialist programme, neurosurgeon",repeat visit; specialist review; imaging/genetic/special testing,rare disease delay; patient self-advocacy required; no one connected the dots,rare congenital/neurologic condition,Rare disease patients often carry the pattern across disconnected visits themselves.,Patient story describes self-advocacy leading to specialist programme review and eventual rare diagnosis after decades.,Missed/delayed: rare diagnosis across many earlier encounters.,Missed/delayed: rare diagnosis across many earlier encounters.,rare disease delay; patient self-advocacy required; no one connected the dots,about 30 years,low,https://rarediseases.org/undiagnosed-when-your-rare-diagnosis-comes-30-years-late/,Give patients a longitudinal symptom/problem timeline they can share across systems.,"Patient story, useful for unusual-flow capture; low generalizability.",2026-05-30
E052,Real health-system patient flows for identifying health issues,S54,workflow finding,UK,primary care / chronic disease,"GP/clinician, patient, kidney service",medical history; lab interpretation; diagnosis discussion,chronic illness invalidation; lab trend missed; documentation error,chronic kidney disease,Chronic illness identification can fail even when data exists if communication/records are not visible.,"Advocacy patient stories describe how CKD diagnosis experiences can involve communication problems, dismissed symptoms and records not seen.",Missed/delayed: chronic disease recognition or patient understanding.,Missed/delayed: chronic disease recognition or patient understanding.,chronic illness invalidation; lab trend missed; documentation error,varies,low,https://kidneycareuk.org/kidney-disease-information/your-stories/ckd-diagnosis-experiences/,Pair lab trend alerts with patient-facing explanations and record visibility checks.,"Patient-story source; useful qualitative signal, not a systematic estimate.",2026-05-30
E053,Real health-system patient flows for identifying health issues,S56,workflow finding,US,primary care,"primary-care clinician, EHR triggers/reviewers",first clinician assessment; medical history; physical exam; labs ordered,incomplete history; physical exam missed; repeated visits ignored,varied common diseases with potential harm,The highest-yield diagnostic signals may appear only after a return visit or hospitalization.,Study identified primary-care diagnostic errors using EHR triggers such as unplanned hospitalization/return visits/ED visits after index primary-care encounter.,"Missed/delayed: common diseases; process breakdowns in patient-practitioner encounter, history, exam and workup ordering.","Missed/delayed: common diseases; process breakdowns in patient-practitioner encounter, history, exam and workup ordering.",incomplete history; physical exam missed; repeated visits ignored,varies,high,https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/1656540,Use trigger tools to surface unplanned returns after recent visits and prompt diagnostic review.,Peer-reviewed diagnostic-error study; old but foundational.,2026-05-30
