_package_filename,evidence_id,source_id,evidence_type,country_or_region,setting_or_context,stage_or_process_step,topic_category,condition_or_issue,finding,what_happened,what_was_missed_or_identified,pain_point_or_failure_mode,research_topic,person_or_group_involved,what_was_identified,what_was_missed,cause_or_contributing_factor,outcome_or_consequence,evidence_quality,source_url_or_identifier,product_or_system_implication,notes,date_packaged,_package_tag,_internal_path
research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E020,S030,fact,Rural US,rural care / telehealth,varies,rural access,health issue identification,"GAO reports rural US residents face fewer providers, longer travel, transportation barriers, and less broadband.",Used for rural high-income access pattern.,,,"Research E — Global, cultural, and resource-level comparison of health issue identification workflows",patients / clinicians / health system,identified documented workflow pattern,unknown,see fact context,see source,high,https://www.gao.gov/products/gao-23-106651,See implications files for product mapping.,derived from facts.csv,2026-05-30,global_health_issue_identification,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E021,S005,case_or_example,England,GP / ED / out-of-hours / physiotherapy,varies,continuity failure,metastatic cancer / severe back pain,Delayed metastatic cancer diagnosis after repeated back-pain presentations,"Multiple contacts occurred across ED, GP, nurse, physiotherapy and out-of-hours care; diagnosis came after repeated presentations.",,,"Research E — Global, cultural, and resource-level comparison of health issue identification workflows",patients / clinicians / staff,see case row,Red flags and repeated symptom pattern were not connected early enough.,see case row,metastatic cancer identified,high,https://www.hssib.org.uk/patient-safety-investigations/continuity-of-care-delayed-diagnosis-in-gp-practices/investigation-report/,"Same-symptom clustering, unresolved-problem tracking, named follow-up owner",Continuity and IT systems must surface repeated unresolved symptoms and cancer history.,2026-05-30,global_health_issue_identification,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E022,S006,case_or_example,UK,imaging / hospital,varies,abnormal result missed,cancer / scan abnormality,Missed bowel lesion on scan with delayed diagnosis,Abnormality was not identified and later follow-up was delayed.,,,"Research E — Global, cultural, and resource-level comparison of health issue identification workflows",patients / clinicians / staff,see case row,Scan finding missed and result follow-up failed.,see case row,harm from delayed cancer identification,high,https://www.ombudsman.org.uk/news-and-blog/news/patients-being-harmed-due-repeated-mistakes-reading-scans,Closed-loop scan tracker with escalation for unreviewed abnormal results,Imaging workflows need closed-loop review and patient-visible status.,2026-05-30,global_health_issue_identification,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E023,S007,case_or_example,UK,hospital / ED / inpatient,varies,red flag missed,sepsis,Sepsis recognition failures repeated across NHS complaints,Delayed diagnosis/treatment and communication/follow-up failures recurred across cases.,,,"Research E — Global, cultural, and resource-level comparison of health issue identification workflows",patients / clinicians / staff,see case row,Sepsis red flags and family concerns were not acted on quickly enough.,see case row,death or severe harm in complaint examples,high,https://www.ombudsman.org.uk/news-and-blog/news/more-action-sepsis-needed-nhs-ombudsman-still-seeing-same-failings-decade,Family concern escalation field and sepsis reassessment prompts,Emergency escalation must include family concern and deterioration tracking.,2026-05-30,global_health_issue_identification,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E024,S010,case_or_example,Israel / Negev Bedouin,community / primary care,varies,underserved access,general health needs,Bedouin community access and continuity barriers,"Physical access, health-literacy barriers, and out-of-system care complicate care continuity.",,,"Research E — Global, cultural, and resource-level comparison of health issue identification workflows",patients / clinicians / staff,see case row,Signals can be missed when care occurs outside the formal Israeli record system.,see case row,continuity risk and delayed access,medium,https://link.springer.com/article/10.1186/s12939-025-02398-2,Capture out-of-system visits and language/cultural access needs,Integrated records alone are insufficient for marginalized periphery communities.,2026-05-30,global_health_issue_identification,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E025,S012,case_or_example,India,community / informal / TB pathway,varies,successful community linkage,TB-like symptoms,Non-allopathic provider TB referral intervention,Intervention linked these providers to referral and free chest x-ray.,,,"Research E — Global, cultural, and resource-level comparison of health issue identification workflows",patients / clinicians / staff,see case row,TB identification improved; diagnostic delay reduced.,see case row,reduced diagnostic delay,high,https://journals.plos.org/globalpublichealth/article?id=10.1371%2Fjournal.pgph.0004416,Referral tools and diagnostic vouchers for informal/community providers,Informal providers can be part of safer identification if connected to formal diagnostics.,2026-05-30,global_health_issue_identification,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E026,S020,case_or_example,Tanzania,low-resource cancer pathway,varies,low-resource diagnostic delay,cancer symptoms,Tanzania cancer diagnostic journey,Diagnostic capacity such as imaging/pathology was concentrated in higher-level centers and patients often self-referred.,,,"Research E — Global, cultural, and resource-level comparison of health issue identification workflows",patients / clinicians / staff,see case row,Cancer confirmation was delayed.,see case row,delayed cancer diagnosis,high,https://link.springer.com/article/10.1186/s12913-021-07438-5,Referral completion and diagnostic-capacity map,"Referral completion, funds, transport, and diagnostic capacity determine identification.",2026-05-30,global_health_issue_identification,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E027,S021,case_or_example,"DRC, Malawi, Mozambique, Niger, Nigeria",community health / CHW,varies,community-health-worker system,"malaria, pneumonia, diarrhea in children under 5",WHO RAcE/iCCM CHW childhood illness workflow,"CHWs diagnosed, treated, and referred according to iCCM protocols.",,,"Research E — Global, cultural, and resource-level comparison of health issue identification workflows",patients / clinicians / staff,see case row,Danger signs and treatable childhood illnesses identified closer to community.,see case row,nearly 1.5 million children diagnosed/treated,high,https://www.who.int/teams/global-malaria-programme/case-management/community-based-case-management-race-programme,"Offline CHW protocols, stock status, and referral confirmation","CHWs can be first-assessment nodes but require protocols, supplies, and referral loops.",2026-05-30,global_health_issue_identification,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E028,S026,case_or_example,Canada,emergency department,varies,Indigenous-specific racism / triage failure,treatable medical need / referral note,Brian Sinclair emergency department waiting-room death,He waited 34 hours in the ED; staff reportedly assumed intoxication.,,,"Research E — Global, cultural, and resource-level comparison of health issue identification workflows",patients / clinicians / staff,see case row,Clinical need and referral note were not acted on.,see case row,death,medium,https://www.cpha.ca/when-health-care-harms-addressing-indigenous-specific-racism-canada,"Anti-bias triage audit, Indigenous liaison escalation, did-not-wait prevention",Racism and social triage can block basic assessment and escalation.,2026-05-30,global_health_issue_identification,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E029,S028,case_or_example,Australia / Queensland,emergency department,varies,cultural safety workflow,ED presentations by Aboriginal and Torres Strait Islander patients,Queensland ED cultural-safety transformation project,Project focused on culturally and clinically appropriate care and reducing did-not-wait outcomes.,,,"Research E — Global, cultural, and resource-level comparison of health issue identification workflows",patients / clinicians / staff,see case row,Risk of leaving before diagnostic workup was targeted.,see case row,service improvement project,medium,https://www.clinicalexcellence.qld.gov.au/improvement-exchange/transforming-eds-towards-cultural-safety-tecs,Real-time liaison routing and cultural-safety workflow,Cultural safety must be operationalized in triage and ED flow.,2026-05-30,global_health_issue_identification,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E030,S025,case_or_example,UK,migrant/refugee primary care screening,varies,migrant health screening,"hepatitis C, diabetes risk, hypercholesterolemia, immunization gaps",Health Catch-UP migrant screening,EHR-integrated tool prompted screening.,,,"Research E — Global, cultural, and resource-level comparison of health issue identification workflows",patients / clinicians / staff,see case row,New conditions were identified and vaccination gaps surfaced.,see case row,12 new conditions found among 99 screened migrants,medium,https://link.springer.com/article/10.1186/s12916-024-03713-4,Migrant-specific EHR screening and vaccination reconstruction,Targeted intake tools can identify hidden conditions when prior records are missing.,2026-05-30,global_health_issue_identification,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E001,S01,workflow finding,US / internationally used,emergency department,nurse triage,red flag missed; normal-test trap; incomplete history,undifferentiated acute illness/injury,"Triage is a rapid risk sort, not a diagnosis; subtle chronic or complex symptoms may appear low acuity if vitals are normal.","Classify acuity using ESI: immediate life-saving intervention, high risk/severe pain, then expected resources, with danger-zone vitals review.",,,Real health-system patient flows for identifying health issues,triage nurse,Identified: patients needing immediate lifesaving intervention and high-risk care; risk: triage depends on nurse pattern recognition and local resource assumptions.,Identified: patients needing immediate lifesaving intervention and high-risk care; risk: triage depends on nurse pattern recognition and local resource assumptions.,red flag missed; normal-test trap; incomplete history,none,high,https://media.emscimprovement.center/documents/Emergency_Severity_Index_Handbook.pdf,Separate emergency risk score from diagnostic uncertainty; capture clinician concern and prior visits even when ESI level is lower.,ESI is a documented front-door workflow; its resource prediction step can under-prioritize problems that need diagnostic synthesis rather than many ED resources.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E002,S02,workflow finding,US-focused evidence,emergency department,first clinician assessment; imaging/lab interpretation; discharge,red flag missed; repeated visits ignored; no follow-up ownership,"stroke, MI, aortic dissection, VTE, meningitis/encephalitis, sepsis, spinal cord injury/compression, lung cancer",High-risk diagnoses may be missed at the first visit and only recognized after repeat ED return or deterioration.,Systematic review estimated diagnostic error harms and common high-harm conditions.,,,Real health-system patient flows for identifying health issues,"ED clinicians, radiology, consultants","Missed/delayed: serious ED diagnoses, especially vascular, neurologic, infection and cancer presentations.","Missed/delayed: serious ED diagnoses, especially vascular, neurologic, infection and cancer presentations.",red flag missed; repeated visits ignored; no follow-up ownership,varies,high,https://www.ncbi.nlm.nih.gov/books/NBK588197/,Flag high-harm conditions linked to symptom clusters and require explicit exclusion/safety-netting before discharge.,Useful as cross-setting failure evidence rather than a local workflow manual.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E003,S03,workflow finding,England,emergency department,arrival; registration; nurse triage; streaming; first clinician assessment,poor handoff; red flag missed; no follow-up ownership,undifferentiated emergency/urgent presentations,Patients may experience an 'occult wait' before triage if registration queues or digital check-in create hidden delays.,"Initial assessment can include streaming, triage and rapid assessment/treatment to identify sickest patients and direct others to right service.",,,Real health-system patient flows for identifying health issues,registered clinician / senior nurse / RAT team,Identified: sickest patients and appropriate service route; risk: redirection decisions can become unsafe if not clinically governed.,Identified: sickest patients and appropriate service route; risk: redirection decisions can become unsafe if not clinically governed.,poor handoff; red flag missed; no follow-up ownership,front-door targets in related guidance,high,https://www.england.nhs.uk/guidance-for-emergency-departments-initial-assessment/,"Track real elapsed time from physical arrival to clinical assessment, not just time after registration.",Represents a national ED front-door flow rather than a diagnostic guideline.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E004,S04,workflow finding,UK,emergency department,registration; initial assessment; vitals,arrival; registration; red flag missed; poor handoff,undifferentiated ED attendance,Operational queues can hide clinical risk before the patient is visible to the triage system.,"Register quickly, perform initial assessment by trained registered clinician, record minimum clinical fields and use early warning scores where relevant.",,,Real health-system patient flows for identifying health issues,registered clinician,Identified: front-door risk; missed risk if queues are unmanaged before registration/assessment.,Identified: front-door risk; missed risk if queues are unmanaged before registration/assessment.,arrival; registration; red flag missed; poor handoff,within minutes in standard,high,https://rcem.ac.uk/wp-content/uploads/2025/04/Initial-Assessment.pdf,Use queue surveillance and arrival-time capture; include deterioration prompts before formal triage is complete.,Supports the black-zone concept of pre-triage waits.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E005,S05,workflow finding,US,emergency department,arrival; intake; labs ordered; imaging ordered; lab interpretation; discharge/admission,documentation error; no one connected the dots; normal-test trap,suspected community-acquired pneumonia,Decision support needs upstream data completeness and downstream reassessment when diagnosis does not fit.,Patient arrives by EMS/walk-in; triage/intake RN collects key data; provider orders labs/CXR; CURB-65 and clinical assessment guide admission vs outpatient antibiotics.,,,Real health-system patient flows for identifying health issues,"front desk, triage RN, intake RN, ED provider, lab/radiology",Identified: pneumonia severity and disposition; risk: pneumonia mimic or alternative diagnosis may be missed if CDS anchors on CAP.,Identified: pneumonia severity and disposition; risk: pneumonia mimic or alternative diagnosis may be missed if CDS anchors on CAP.,documentation error; no one connected the dots; normal-test trap,none,medium,https://www.ahrq.gov/sites/default/files/wysiwyg/professionals/quality-patient-safety/quality-resources/tools/cap-toolkit/ed-workflowdiagrams.pdf,"Expose missing CURB-65 elements and create 'pursue other diagnoses' tracking, not just CAP disposition.",Real implementation workflow shows how data from different roles enters a decision point.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E006,S06,workflow finding,England,urgent care / ED front door,arrival; intake form; triage; referral,digital access gap; incomplete history; red flag missed,urgent non-life-threatening presentations,"Self-service can speed flow but may miss nuance, language barriers or worsening while waiting.","Patient self-checks in on kiosk/tablet, completes symptom triage, and can be prioritised, redirected or referred through service routing.",,,Real health-system patient flows for identifying health issues,"patient, digital triage system, streaming clinician, receiving service","Identified: rapid symptom-led prioritisation and redirection; risk: digital access, literacy and symptom-description gaps.","Identified: rapid symptom-led prioritisation and redirection; risk: digital access, literacy and symptom-description gaps.",digital access gap; incomplete history; red flag missed,none,medium,https://digital.nhs.uk/services/urgent-care-self-service-product,"Add accessibility fallback, clinician override, real-time deterioration alerts and visibility of prior visits.",A current example of digital triage embedded in urgent/emergency care.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E007,S07,workflow finding,England,urgent care,arrival; first clinician assessment; labs ordered; imaging ordered; referral; follow-up,wrong specialty; poor handoff; no follow-up ownership,minor injuries/ailments and urgent non-life-threatening problems,"UTC boundaries are porous; patients may need escalation, diagnostics or follow-up ownership outside the UTC.",UTCs accept booked and walk-in patients; provide basic diagnostics or protocols; share records/post-event messages and refer to ED/specialists when needed.,,,Real health-system patient flows for identifying health issues,"UTC multidisciplinary staff, nurse, clinician, GP/ED/specialist pathways",Identified: conditions manageable outside ED; risk: lack of diagnostic capability or wrong redirection.,Identified: conditions manageable outside ED; risk: lack of diagnostic capability or wrong redirection.,wrong specialty; poor handoff; no follow-up ownership,none,high,https://www.england.nhs.uk/publication/urgent-treatment-centres-principles-and-standards/,"Show available diagnostics, escalation criteria and post-visit ownership in the same workflow.",UTC standard describes setting-level capabilities and data-sharing requirements.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E008,S08,workflow finding,England,urgent care,arrival; vitals; first clinician assessment; discharge/referral,red flag missed; patient self-advocacy required,urgent non-life-threatening illness/injury,The workflow depends on patients knowing when and how to report deterioration while waiting.,"On arrival, patients may have observations by nurse, may wait by acuity not arrival order, and can be assessed/treated onsite or referred; GP is updated afterwards.",,,Real health-system patient flows for identifying health issues,"reception, nurse, UTC clinician",Identified: worsening symptoms during wait if patient tells staff; risk: passive reliance on patient to report deterioration.,Identified: worsening symptoms during wait if patient tells staff; risk: passive reliance on patient to report deterioration.,red flag missed; patient self-advocacy required,none,medium,https://www.nhs.uk/nhs-services/urgent-and-emergency-care-services/when-to-visit-an-urgent-treatment-centre-urgent-care-centre-or-minor-injury-unit/,Provide waiting-room check-ins and explicit 'tell us now if...' symptom prompts in multiple languages.,Patient-facing description of the real UTC arrival process.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E009,S09,workflow finding,US,urgent care,vitals; nurse triage; first clinician assessment,normal-test trap; lab trend missed; documentation error,urgent illness/injury,"Vitals create early signal but can be incomplete, delayed or not trended against prior visits.","Initial vitals tailored to age, complaint and status; abnormal vitals reported and repeated.",,,Real health-system patient flows for identifying health issues,"triage/rooming staff, clinician",Identified: physiologic instability; missed: serious disease with normal or incomplete vitals.,Identified: physiologic instability; missed: serious disease with normal or incomplete vitals.,normal-test trap; lab trend missed; documentation error,ideally within 15 minutes of arrival,medium,https://urgentcareassociation.org/wp-content/uploads/VITAL-SIGNS-IN-UC-CENTERS-04-2025_Revised.pdf,"Require abnormal-vital acknowledgment, repeat-vital timers and trend comparison across visits.","Practical urgent-care policy source, not a population study.",2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E010,S10,workflow finding,US,urgent care,registration; intake form; nurse triage,red flag missed; incomplete history; poor handoff,emergency red-flag presentations presenting to urgent care,Non-clinical intake staff may be the first safety barrier.,Registration/intake staff ask reason for visit; red flags trigger immediate rooming and clinician involvement or ED transfer.,,,Real health-system patient flows for identifying health issues,"registration/intake staff, clinician",Identified: conditions too high-risk for routine urgent care; missed: red flags hidden by vague complaint or poor intake phrasing.,Identified: conditions too high-risk for routine urgent care; missed: red flags hidden by vague complaint or poor intake phrasing.,red flag missed; incomplete history; poor handoff,immediate,medium,https://urgentcareassociation.org/wp-content/uploads/RED-FLAGS-04-2025_Revised.pdf,Use plain-language red-flag checklist and escalation button at registration.,Shows how triage starts before formal clinician assessment.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E011,S11,workflow finding,England,telehealth,before visit; intake form; referral,incomplete history; wrong specialty; no one connected the dots,urgent symptoms not immediately life-threatening,Digital triage may fragment complex histories into a single main symptom.,"Patient completes one symptom pathway; service gives advice such as self-care, pharmacist, GP, UTC, ED or callback.",,,Real health-system patient flows for identifying health issues,"patient, NHS 111 digital algorithm, callback clinician/receiving service",Identified: service disposition; missed: multi-symptom or known-condition context if algorithm is used one symptom at a time.,Identified: service disposition; missed: multi-symptom or known-condition context if algorithm is used one symptom at a time.,incomplete history; wrong specialty; no one connected the dots,none,medium,https://111.nhs.uk/,"Allow multi-symptom summaries, 'not captured' text, prior-risk integration and easy escalation to human review.",Patient-facing NHS 111 online flow.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E012,S12,workflow finding,England,telehealth,before visit; intake form; referral,wrong specialty; poor handoff; fragmented care,urgent symptom triage,The handoff is only as good as the service directory and referral visibility.,Uses structured triage and service directory to recommend ambulance/ED/UTC/out-of-hours GP/GP/pharmacist/self-care outcomes.,,,Real health-system patient flows for identifying health issues,"patient, NHS Pathways, service directory, nurse/clinician callback",Identified: appropriate service destination; missed: directory availability or local pathway mismatches can redirect incorrectly.,Identified: appropriate service destination; missed: directory availability or local pathway mismatches can redirect incorrectly.,wrong specialty; poor handoff; fragmented care,none,medium,https://digital.nhs.uk/services/nhs-111-online,Audit outcome-to-arrival completion and failed referral attempts; surface no-capacity conditions.,Staff-facing service information documents integration pieces.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E013,S13,workflow finding,England,telehealth,before visit; intake form; first clinician assessment; follow-up,digital access gap; incomplete history; no follow-up ownership; chronic illness invalidation,varied primary-care requests; hidden serious illness,Online access can create a digital bottleneck and reduce the chance to observe/examine patients.,Asynchronous online consultations support clinical/admin requests but may be capped or rerouted by practices for safety.,,,Real health-system patient flows for identifying health issues,"patient, online form, admin/care navigator, GP/nurse","Missed/delayed: safety incidents when digital tools reduce access, distort history or weaken proactive/long-term care.","Missed/delayed: safety incidents when digital tools reduce access, distort history or weaken proactive/long-term care.",digital access gap; incomplete history; no follow-up ownership; chronic illness invalidation,varies,high,https://www.hssib.org.uk/patient-safety-investigations/workforce-and-patient-safety/second-investigation-report/,"Create safe fallback channels, complexity flags, remote-to-face-to-face conversion rules and continuity prompts.",HSSIB source includes patient and staff focus groups and practice visits.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E014,S14,workflow finding,US / international,telehealth,medical history; physical exam; vitals; referral; follow-up,normal-test trap; incomplete physical exam; poor follow-up ownership,acute or chronic problems assessed remotely,Telehealth changes the signal set available for diagnosis.,"Telehealth can be safer when embedded in a medical home with records, tests, referrals and follow-up; risk rises when exam and communication are limited.",,,Real health-system patient flows for identifying health issues,"telehealth clinician, patient/caregiver","Missed: diagnostic cues requiring auscultation, private/inaccessible body areas, objective vitals or hands-on exam.","Missed: diagnostic cues requiring auscultation, private/inaccessible body areas, objective vitals or hands-on exam.",normal-test trap; incomplete physical exam; poor follow-up ownership,varies,high,https://psnet.ahrq.gov/primer/telehealth-and-patient-safety,Decision support should classify problems as telehealth-suitable vs requiring in-person exam/labs/imaging.,Useful cross-setting telehealth safety evidence.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E015,S15,workflow finding,England,primary care,before visit; intake form; care navigation; first clinician assessment,incomplete history; wrong specialty; no one connected the dots,broad primary-care problems,Routing can optimize capacity but also become a diagnostic gate if symptoms are under-described.,"Modern access model directs patients via phone/online/in-person to the right professional first time, using care navigation and demand/capacity management.",,,Real health-system patient flows for identifying health issues,"reception/admin/care navigator, GP, nurse, pharmacist, allied professional",Identified: routing need; missed: clinical complexity if navigation lacks enough symptom/risk context.,Identified: routing need; missed: clinical complexity if navigation lacks enough symptom/risk context.,incomplete history; wrong specialty; no one connected the dots,none,high,https://www.england.nhs.uk/long-read/modern-general-practice-model/,Separate admin routing from clinical triage; capture escalation flags and repeated contacts.,National primary-care access policy.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E016,S16,workflow finding,UK,primary care,care navigation; clinical triage; referral,poor handoff; symptom dismissed; red flag missed,primary-care symptoms and admin requests,Ambiguity over whether a contact is administrative or clinical can lose risk signals.,Care navigation signposts to appropriate clinician or service; clinical triage by nurse/GP makes early clinical decisions.,,,Real health-system patient flows for identifying health issues,"trained receptionist/admin/care coordinator, nurse/GP for clinical triage",Identified: difference between signposting and clinical triage; missed: escalation if administrative navigation substitutes for clinical judgment.,Identified: difference between signposting and clinical triage; missed: escalation if administrative navigation substitutes for clinical judgment.,poor handoff; symptom dismissed; red flag missed,none,medium,https://www.bma.org.uk/advice-and-support/gp-practices/gp-service-provision/care-navigation-and-triage-in-general-practice,Make role boundaries explicit and route uncertain cases to clinical triage.,Professional guidance clarifies first-contact roles.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E017,S17,workflow finding,England/Wales,primary care,medical history; physical exam; labs ordered; referral; safety netting,normal-test trap; referral delay; rare disease delay,suspected cancer,Threshold pathways may leave low-risk but persistent symptoms in a monitoring black zone.,"Guideline organizes referral/investigation actions by cancer site, symptom and findings; includes safety netting and diagnostic-process advice.",,,Real health-system patient flows for identifying health issues,"GP/primary-care clinician, specialist service",Identified: cancer suspicion thresholds; missed: patients below threshold or with nonspecific/vague symptoms unless active monitoring occurs.,Identified: cancer suspicion thresholds; missed: patients below threshold or with nonspecific/vague symptoms unless active monitoring occurs.,normal-test trap; referral delay; rare disease delay,varies by pathway,high,https://www.nice.org.uk/guidance/NG12/,"Add active-monitoring tasks and symptom persistence triggers, not only referral thresholds.",A key formal workflow source for primary-care suspicion/referral.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E018,S18,workflow finding,UK,primary care,follow-up; repeat visit; diagnosis discussion,normal-test trap; no follow-up ownership; repeated visits ignored,possible cancer or other unresolved condition,A negative test can prematurely close a diagnostic episode.,"Safety-netting gives time-bound follow-up, documents advice, ensures tests/referrals completed and monitors persistent symptoms even after negative tests.",,,Real health-system patient flows for identifying health issues,"GP/primary-care team, patient",Identified: ongoing risk despite low-risk or negative initial results; missed: no owner for follow-up tasks.,Identified: ongoing risk despite low-risk or negative initial results; missed: no owner for follow-up tasks.,normal-test trap; no follow-up ownership; repeated visits ignored,time-bound by plan,medium,https://www.cancerresearchuk.org/health-professional/diagnosis/primary-care/safety-netting,"Build safety-net plans with due dates, owner, patient-facing instructions and re-presentation counters.",Clear source for the normal-test trap and repeat-presentation workflows.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E019,S19,workflow finding,England,primary care,labs ordered; lab interpretation; follow-up,abnormal result not followed up; documentation error; no follow-up ownership,any condition with ordered tests,Test-result management crosses many people and organisations.,"Practice needs systems for ordering, tracking attendance, return/non-return, review, filing, patient communication and abnormal follow-up.",,,Real health-system patient flows for identifying health issues,"GP, nurse, admin staff, external provider","Missed: abnormal result not acted on, result not returned, no patient communication or clinician absence gap.","Missed: abnormal result not acted on, result not returned, no patient communication or clinician absence gap.",abnormal result not followed up; documentation error; no follow-up ownership,varies,high,https://www.cqc.org.uk/guidance-regulation/gps/gp-mythbusters,"Implement closed-loop result tracking, unresolved-result inboxes and backup reviewer rules.",Regulator source supports result-management black zones.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E020,S20,workflow finding,England,primary care,repeat visit; medical history; specialist review; emergency escalation,fragmented care; no one connected the dots; missing family/history context; repeated visits ignored,metastatic breast cancer presenting as back pain,No one clinician/system connected the repeated back-pain presentations with prior cancer risk.,Over 8 months the patient saw many clinicians; eventual GP found spinal lump and sent patient to ED where CT found metastatic cancer.,,,Real health-system patient flows for identifying health issues,"ED, named GP, physiotherapist, out-of-hours GPs, multiple practice GPs, nurse, oncology",Missed/delayed: unresolved symptoms and cancer-history context were not surfaced across repeat contacts.,Missed/delayed: unresolved symptoms and cancer-history context were not surfaced across repeat contacts.,fragmented care; no one connected the dots; missing family/history context; repeated visits ignored,8 months,high,https://www.hssib.org.uk/patient-safety-investigations/continuity-of-care-delayed-diagnosis-in-gp-practices/investigation-report/pdf/,"Surface unresolved symptom threads, prior high-risk history and multiple-clinician patterns in the EHR.",Named public case from national safety investigation; includes patient voice.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E021,S21,workflow finding,England,primary care,repeat visit; physical exam; referral; labs ordered,repeated visits ignored; no one connected the dots; bias or minimization,persistent or escalating unexplained symptoms; cancer in origin story,Repeat visits are often visible only as isolated encounters.,"After three presentations, GP teams are prompted to reflect, review and rethink, consider face-to-face exam, second opinion, tests or referral.",,,Real health-system patient flows for identifying health issues,GP team; peer reviewer; specialist input,Identified: repeat presentation as a diagnostic signal; missed: if repeat visits are not counted across clinicians/channels.,Identified: repeat presentation as a diagnostic signal; missed: if repeat visits are not counted across clinicians/channels.,repeated visits ignored; no one connected the dots; bias or minimization,origin story involved 5 months/20 consultations,medium,https://www.england.nhs.uk/long-read/jesss-rule-three-strikes-and-we-rethink/,Create automatic repeat-presentation counters across phone/online/in-person and linked symptoms.,Current NHS initiative; useful product pattern for persistent symptoms.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
