_package_filename,case_id,source_id,case_title,country_or_region,setting_or_context,topic_category,condition_or_issue,initial_situation,what_happened,what_was_missed_or_identified,delay_or_timeline,patient_stage_or_workflow_step,failure_or_black_zone_tags,research_topic,outcome_if_known,lesson_or_pattern,product_or_system_implication,source_url_or_identifier,evidence_quality,notes,date_packaged,_package_tag,_internal_path
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C021,S21,Jess's Rule: Three strikes and we rethink,England,primary care,repeated visits ignored; no one connected the dots; bias or minimization,persistent or escalating unexplained symptoms; cancer in origin story,"third presentation with same symptoms/concerns, remote-only prior contacts, red flags","After three presentations, GP teams are prompted to reflect, review and rethink, consider face-to-face exam, second opinion, tests or referral.",Identified: repeat presentation as a diagnostic signal; missed: if repeat visits are not counted across clinicians/channels.,origin story involved 5 months/20 consultations,,,Real health-system patient flows for identifying health issues,unknown,Repeat visits are often visible only as isolated encounters.,Create automatic repeat-presentation counters across phone/online/in-person and linked symptoms.,https://www.england.nhs.uk/long-read/jesss-rule-three-strikes-and-we-rethink/,medium,Current NHS initiative; useful product pattern for persistent symptoms.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C022,S22,"Years of being dismissed, ignored and belittled: Endometriosis UK diagnosis report",UK,primary care,symptom dismissed; chronic illness invalidation; bias or minimization; patient self-advocacy required,endometriosis,"period pain, pelvic pain, heavy bleeding and related symptoms",Survey documented repeated GP visits and A&E attendance before diagnosis; respondents reported dismissal/minimisation.,Missed/delayed: endometriosis diagnosis; patients often required repeated self-advocacy.,average 8 years 10 months,,,Real health-system patient flows for identifying health issues,unknown,Chronic pain and women's health symptoms can be minimized despite repeated presentations.,"Track symptom duration/severity, repeated visits and invalidating language; prompt specialist referral criteria review.",https://www.endometriosis-uk.org/diagnosis-report,medium,Advocacy survey gives patient voice and quantitative delay data.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C023,S23,The impact of waiting for care,England,primary care / specialist referral,referral delay; no follow-up ownership; patient self-advocacy required,varied unresolved conditions while waiting,"blood tests, scan/test waits, pain, lack of appointment/result clarity","Healthwatch gathered patient reports of waiting after GP referral, confusion over results and pressure to chase.","Missed/delayed: follow-up appointments, specialist action, scans/tests; GP sometimes unable to accelerate despite abnormal tests.",varies,,,Real health-system patient flows for identifying health issues,unknown,"Referral is not a completed action unless the patient is seen, tests are done and results acted on.","Track referral state, wait risk, abnormal-test escalation and patient-visible next step.",https://www.healthwatch.co.uk/report/2023-10-03/impact-waiting-care,medium,Patient voice source on referral/follow-up gaps.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C024,S24,Patients being harmed due to repeated mistakes in reading scans,England,hospital outpatient / imaging / ED,abnormal result not followed up; red flag missed; repeated visits ignored,cancer and other scan-detectable conditions,"scan ordered, scan read, lesion/abnormality, result communication","Ombudsman reported repeated failures in scan reading, carrying out scans and follow-up; a cancer case was only identified at a fifth A&E visit after lesion not reported.",Missed/delayed: abnormal scan findings and cancer diagnosis.,example six-week delay; other cases vary,,,Real health-system patient flows for identifying health issues,unknown,"Imaging workflows fail at multiple points: ordering, performance, interpretation, communication, follow-up.","Closed-loop imaging: critical finding acknowledgment, patient notification and escalation if no action documented.",https://www.ombudsman.org.uk/news-and-blog/news/patients-being-harmed-due-repeated-mistakes-reading-scans,high,Patient-complaint/ombudsman evidence with public family quote.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C025,S25,Failures in communication or follow-up of unexpected significant radiological findings,England,radiology / ED / primary care,poor handoff; abnormal result not followed up; no follow-up ownership,lung cancer / unexpected significant radiology finding,"chest X-ray significant finding, alert/read receipt, acknowledgment, follow-up action",Investigation traced multistep communication of unexpected significant findings and weak assurance that action occurred.,Missed/delayed: significant finding not received or acted on; read receipts not enough.,varies,,,Real health-system patient flows for identifying health issues,unknown,"Responsibility can diffuse between radiology, ED, GP and patient.","Require an accountable result owner, escalation timer and auditable action completion, not just report delivery.",https://www.hssib.org.uk/patient-safety-investigations/failures-in-communication-or-follow-up-of-unexpected-significant-radiological-findings/,high,Important source for test-result black zones beyond labs.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C026,S26,Core Elements of Hospital Diagnostic Excellence,US,inpatient ward / hospital outpatient,poor handoff; no follow-up ownership; abnormal result not followed up,missed diagnoses after discharge; lung malignancy suspicion; pending tests,"tests pending at discharge, suspicious chest imaging, lab/radiology results",Hospital diagnostic excellence framework encourages targeting pending tests and suspicious imaging follow-up.,Identified: high-risk diagnostic follow-up areas; missed: patients leaving hospital before test closure.,varies,,,Real health-system patient flows for identifying health issues,unknown,Discharge can sever ownership of pending results.,Create discharge-pending-test registry and patient/clinician notification loops.,https://www.cdc.gov/patient-safety/hcp/hospital-dx-excellence/index.html,high,Current CDC framework for hospital diagnostic excellence.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C027,S27,Referral Assessment Services - NHS e-Referral Service,England,specialist clinic,wrong specialty; referral delay; poor handoff,conditions needing specialist opinion or diagnostic pathway,"referral letter/info, triage comments, service selection, more information request","Referral Assessment Services allow provider review before booking; outcomes include booking, redirecting, requesting more info, or returning advice.",Identified: suitable pathway before appointment; missed: wrong worklist/status or insufficient referral information delays care.,varies,,,Real health-system patient flows for identifying health issues,unknown,Referral triage creates a new work queue where responsibility can be unclear to patient and referrer.,Make referral state and owner visible to referrer and patient; alert when more information is requested or referral returned.,https://digital.nhs.uk/services/e-referral-service/document-library/referral-assessment-services,high,Digital pathway details from NHS e-RS documentation.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C028,S28,Diagnostic services - NHS e-Referral Service,England,hospital outpatient / diagnostic services,incomplete history; wrong specialty; documentation error,conditions suitable for direct-to-test or clinical assessment,"referral template data, diagnostic request, test appropriateness, radiology/IRMER responsibility","Diagnostic e-RS models include direct-to-test, clinical assessment then test, and one-stop consultant-led models.",Identified: bypassing first outpatient appointment for needed tests; missed: poor referral templates can omit critical context.,varies,,,Real health-system patient flows for identifying health issues,unknown,Straight-to-test pathways are efficient only when referral information is complete.,Embed mandatory clinical context fields and feedback loops for rejected/inappropriate tests.,https://digital.nhs.uk/services/e-referral-service/document-library/diagnostic-services,medium,Operational source on outpatient diagnostics.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C029,S29,Outpatient recovery and transformation improvement guide,England,hospital outpatient / specialist clinic,referral delay; no follow-up ownership; normal-test trap,gastrointestinal and other specialty referrals,"referral criteria, thresholds, advice request, diagnostic tests such as endoscopy","Improvement guide promotes advice/guidance, straight-to-test, pre-appointment hubs; one GI case cut waits through advice and e-RS.",Identified: faster specialist input; missed: advice-only management without clear follow-up if symptoms persist.,case example: new patients 2-4 weeks vs 12-14 weeks before,,,Real health-system patient flows for identifying health issues,unknown,Advice can reduce unnecessary appointments but must not become a soft rejection of unresolved symptoms.,Record advice decisions with safety-net tasks and escalation criteria.,https://www.england.nhs.uk/long-read/outpatient-recovery-and-transformation-improvement-guide/,medium,Includes clinician voice and pathway redesign example.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C030,S30,Health Center Program Compliance Manual: Continuity of Care and Hospital Admitting,US,community health center,poor handoff; fragmented care; no follow-up ownership,post-ED/hospital follow-up and ongoing primary-care needs,"hospital/ED discharge info, labs/radiology, instructions, follow-up actions",Health centers must have referral/hospital arrangements and processes to receive/record ED or hospital visit information and follow-up actions.,Identified: need for continuity; missed: discharge info not received or tracked.,varies,,,Real health-system patient flows for identifying health issues,unknown,Safety-net clinics may be responsible for follow-up despite care occurring elsewhere.,Ingest outside discharge/test data and assign follow-up ownership automatically.,https://bphc.hrsa.gov/compliance/compliance-manual/chapter7,high,Federal compliance source for FQHC workflow expectations.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C031,S31,Health Center Program: Patient-Centered Medical Home,US,community health center,fragmented care; no follow-up ownership,chronic disease and preventive care,"care gaps, referrals, quality metrics, patient-centered care plan",PCMH recognition emphasizes care coordination and continuous quality improvement in health centers.,Identified: coordination model; missed: PCMH standards may not guarantee specific diagnostic follow-up closure without local systems.,none,,,Real health-system patient flows for identifying health issues,unknown,"Coordination is a model, not a closed-loop diagnostic guarantee.","Translate PCMH concepts into concrete diagnostic queues, unresolved-symptom lists and abnormal-result registries.",https://bphc.hrsa.gov/technical-assistance/clinical-quality-improvement/patient-centered-medical-home,medium,Useful institutional context for community health centers.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C032,S32,Reach and effectiveness of a centralized navigation program for patients with positive FITs,US: North Carolina,community health center / public health screening,abnormal result not followed up; patient self-advocacy required; no follow-up ownership,colorectal cancer risk after abnormal FIT,"mailed FIT, abnormal FIT result, barriers, colonoscopy completion","Mailed FIT outreach identified abnormal results; centralized patient navigation addressed informational, emotional, financial and transport barriers to colonoscopy.",Identified: abnormal FIT needing colonoscopy; missed: patients not reached or declining navigation remain at risk.,follow-up within 9 months measured,,,Real health-system patient flows for identifying health issues,unknown,Abnormal screening is only useful if diagnostic colonoscopy happens.,Track abnormal-screen closure and navigator barrier categories to completion.,https://www.sciencedirect.com/science/article/pii/S221133552300102X,medium,Implementation study in FQHC safety-net setting; strong fit to product workflows.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C033,S33,Implementing a successful patient navigation program for follow-up colonoscopy after abnormal FIT,US: Washington state,community health center / screening,referral delay; fragmented care; documentation error,abnormal FIT requiring colonoscopy,"FIT result, navigator documentation, GI partnership, workload","PRECISE trial implementation support trained navigators and documented challenges in workload, documentation, partnerships and tracking.",Identified: implementation barriers to closing abnormal FIT follow-up.,varies,,,Real health-system patient flows for identifying health issues,unknown,"Navigation fails if it is not staffed, documented, partnered and tracked.","Build navigator work queues, cross-organization data sharing and colonoscopy-status reconciliation.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0343659,medium,Recent implementation lessons for community health settings.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C034,S34,Bowel cancer screening,England,public health screening,normal-test trap; no follow-up ownership,bowel cancer,"home FIT blood detection, result letter, specialist nurse appointment, colonoscopy, symptoms despite negative test",Eligible people receive FIT at home; results usually within 2 weeks; further tests lead to specialist nurse and usually colonoscopy; negative screen does not rule out cancer if symptoms occur.,Identified: occult blood needing diagnostic work-up; missed: symptomatic people reassured by negative screening result.,result usually within 2 weeks,,,Real health-system patient flows for identifying health issues,unknown,Screening can create false reassurance if symptoms are separated from screening result interpretation.,Pair negative results with symptom-trigger advice and GP follow-up prompts.,https://www.nhs.uk/tests-and-treatments/bowel-cancer-screening/,high,Patient-facing pathway; strong flow map source.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C035,S35,Breast screening programme: pathway requirements,England,public health screening,no follow-up ownership; abnormal result not followed up; patient self-advocacy required,breast cancer,"invitation batch, mammogram, non-attendance, technical recall, abnormal mammogram, biopsy/MDT","Programme sends invitations, performs mammography, recalls non-attenders/technical failures, and sends abnormal cases to assessment clinic/MDT.","Identified: mammographic abnormalities; missed: non-attendance, unclear images, communication failures.",pathway-specific,,,Real health-system patient flows for identifying health issues,unknown,Population screening has a built-in non-attendance black zone.,"Track invitations to attendance to result to assessment closure, including failed contacts.",https://www.gov.uk/government/publications/breast-screening-programme-pathway-requirements/breast-screening-programme-pathway-requirements,high,National screening pathway source.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C036,S37,Patient Navigation,US,public health screening / community,fragmented care; patient self-advocacy required; referral delay,"breast, cervical, colorectal cancer screening and diagnosis","transportation, caregiving, understanding, language, mistrust, fear barriers","CDC describes navigators helping people overcome practical, informational and trust barriers to screening and diagnosis.",Identified: access barriers; missed: patients who disappear between positive screen and diagnostic test.,varies,,,Real health-system patient flows for identifying health issues,unknown,The problem is often not clinical detection but completion of the next step.,"Barrier taxonomy should be part of follow-up workflow, not free-text only.",https://www.cdc.gov/cancer/php/interventions/patient-navigation.html,high,Public health source for patient navigation design.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C037,S38,Ayushman Bharat: Comprehensive Primary Health Care through Health and Wellness Centres,India,community health center / rural clinic,referral delay; no follow-up ownership; lab trend missed,"hypertension, diabetes, oral/breast/cervical cancer, mental health, child illness and broader PHC","population empanelment, age 30+ screening, household/community contact, referral and compliance","HWCs use empanelment, home/community interaction and universal screening to identify risks before clinic attendance; CHO leads HWC team and referrals.",Identified: hidden NCD/cancer risk; missed: follow-up/compliance if referral loop is not closed.,screening cycle varies,,,Real health-system patient flows for identifying health issues,unknown,Community screening creates many positive signals that need tracking beyond the first contact.,"Use community registry, positive-screen worklist and two-way referral closure with ASHA follow-up.",https://aam.mohfw.gov.in/download/document/45a4ab64b74ab124cfd853ec9a0127e4.pdf,high,Government operational guidelines; rich low-resource workflow source.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C038,S39,Integrated Management of Childhood Illness,LMIC / global,low-resource clinic,red flag missed; referral delay; incomplete history,"childhood illnesses including pneumonia, diarrhoea, malaria, malnutrition","history, signs, symptoms, danger signs, caregiver counselling needs","IMCI uses evidence-based algorithms based on history/signs/symptoms when lab/radiology support is limited; includes treatment, counselling and referral for severe illness.",Identified: severe illness and common syndromes without diagnostics; missed: atypical illness not covered by algorithm or supply/referral gaps.,none,,,Real health-system patient flows for identifying health issues,unknown,Low-resource workflows depend heavily on algorithms and referral availability.,"Show algorithm branch, missing supplies/tests and referral transport feasibility as workflow state.",https://www.who.int/teams/maternal-newborn-child-adolescent-health-and-ageing/child-health/integrated-management-of-childhood-illness/,high,WHO source for low-resource diagnostic flow.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C039,S40,Integrated Community Case Management (iCCM),LMIC / hard-to-reach communities,home/community visit,referral delay; poor handoff; low-resource supply gap,"malaria, pneumonia, diarrhoea in children under five","fever, cough/fast breathing, diarrhoea/dehydration signs, danger signs",iCCM trains/supplies CHWs to diagnose/classify/treat uncomplicated cases and refer severe illness.,"Identified: common child illnesses outside facilities; missed: severe cases if CHW stockout, training gaps or referral failure.",none,,,Real health-system patient flows for identifying health issues,unknown,"The first diagnostic encounter may happen at home, not a clinic.",Design offline-first CHW decision support with danger-sign escalation and referral feedback.,https://www.childhealthtaskforce.org/hubs/iccm,medium,Global child-health programme documentation.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C040,S41,Community-based case management: the RAcE programme,"DRC, Malawi, Mozambique, Niger, Nigeria",home/community visit,poor handoff; no follow-up ownership; fragmented care,"malaria, pneumonia, diarrhoea in under-five children","fever, respiratory symptoms, diarrhoea, danger signs","RAcE supported iCCM scale-up through CHW training, supplies and diagnosis/treatment/referral in five countries.","Identified: millions of common illness episodes; missed: sustainability, supervision and integration challenges.",programme period 2012-2018,,,Real health-system patient flows for identifying health issues,unknown,Community programmes can generate care access but require supervision and integration with facilities.,"Add supervision, stock, referral and outcome data to CHW workflows.",https://www.who.int/teams/global-malaria-programme/case-management/community-based-case-management-race-programme,medium,Programme-scale low-resource evidence.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C041,S42,Effectiveness of a structured triage system in a resource-limited rural hospital in Uganda,Uganda,rural clinic,red flag missed; arrival; poor handoff,urgent/emergency cases among general OPD patients,"IITT checklist colour category, presenting complaint, vital signs, urgency/emergency classification",Rural OPD implemented IITT-adapted structured triage using a three-colour checklist on charts and short training; patient flow improved without added resources.,Identified: urgent/emergency cases earlier; missed: undertriage still possible and formal triage requires staff buy-in.,time to provider reduced 23 minutes; total OPD stay reduced 35 minutes,,,Real health-system patient flows for identifying health issues,unknown,"In many rural OPDs, primary and emergency care share a front door with no formal triage.",Low-cost triage checklists can be embedded into paper charts and later digitized.,https://link.springer.com/article/10.1186/s12245-025-01005-z,medium,Real-world QI study in rural Uganda.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C042,S43,Brazil's Family Health Strategy: Using Community Health Workers to Provide Primary Care,Brazil,home/community visit,fragmented care; no one connected the dots; documentation error,"chronic disease, minor illness, social risk, preventive care","family registration, living conditions, medication adherence, symptoms noted at home","CHWs provide home basic care, register families, relay information to teams, resolve low-level problems and refer complex problems.",Identified: hidden needs and chronic disease adherence issues; missed: signals may be lost if CHW observations do not reach nurse/physician workflow.,longitudinal,,,Real health-system patient flows for identifying health issues,unknown,Community knowledge is powerful but can be under-documented or poorly integrated into clinical records.,Create structured CHW observation fields and escalation pathways into primary-care team huddles.,https://www.commonwealthfund.org/publications/case-study/2016/dec/brazils-family-health-strategy-using-community-health-care-workers,medium,Health-system case study; strong real-world community flow.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C043,S44,HEARTS in the Americas: Hypertension Clinical Pathways,Latin America / Caribbean,community health center / primary care,lab/vital trend missed; no follow-up ownership,hypertension and cardiovascular risk; diabetes/CKD integration,"blood pressure measurement, CVD risk, diabetes/CKD status, standardized protocol step","PAHO HEARTS clinical pathways standardize treatment protocols, proper BP measurement and cardiovascular risk assessment in PHC.","Identified: hypertension and CVD risk; missed: poor BP technique, lack of treatment intensification or follow-up.",longitudinal,,,Real health-system patient flows for identifying health issues,unknown,"Screening must connect to protocolized treatment and follow-up, not just identify high BP.","Track BP measurement quality, risk category, protocol step, medication intensification and return date.",https://www.paho.org/en/hearts-americas/hypertension-clinical-pathways,high,"Regional implementation source, not a single clinic case.",2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C044,S45,Specific health checkup and specific health guidance,Japan,public health screening,no follow-up ownership; normal-test trap,metabolic syndrome / lifestyle disease risk,"questionnaire, abdominal girth, BP, lipids, liver/metabolic labs, urinalysis/kidney, ECG/fundus if indicated","Specific health checkups screen insured people/dependents age 40+; results stratify into information provision, motivational support or proactive support.",Identified: metabolic risk; missed: people outside eligibility/attendance or follow-up lifestyle support.,annual screening; 3+ month guidance evaluation,,,Real health-system patient flows for identifying health issues,unknown,Preventive flow identifies risk before symptoms but depends on participation and sustained behaviour support.,"Link screening results to risk stratum, guidance plan, 3-month review and primary-care referral if needed.",https://www.shoken-kenpo.or.jp/eng/member/checkup/measure.html,medium,Insurer programme source; East Asia preventive flow.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C045,S46,National Health Screening Program,South Korea,public health screening,abnormal result not followed up; no follow-up ownership,general health risks and cancers,"screening eligibility, authorized hospital visit, ID/checkup card, fasting status, results, suspected disease confirmation checkup","Patient checks eligibility, visits authorized hospital with ID/checkup card, receives results by mail; suspected disease may receive confirmation checkup.","Identified: screen-positive or suspected disease; missed: non-attendance, inaccurate results if pre-test instructions not followed, confirmation follow-up gap.",periodic national screening,,,Real health-system patient flows for identifying health issues,unknown,Screening result delivery by mail does not ensure comprehension or completion of confirmation testing.,Use confirmation-test tracking and patient-language result explanations.,https://www.nhis.or.kr/english/wbhe/policies/NationalHealthScreeningProgram.html,medium,Official national screening flow source.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C046,S47,Danish Cancer Patient Pathways: three-legged strategy,Denmark,primary care / specialist clinic,rare disease delay; referral delay; no one connected the dots,suspected cancer with alarm or nonspecific symptoms,"alarm symptoms, serious nonspecific symptoms, vague low-risk symptoms, GP gut feeling, blood tests",Three-legged strategy: urgent alarm symptoms to organ-specific pathways; serious nonspecific symptoms to tests and diagnostic centres; vague low-risk symptoms managed by GP with diagnostic access.,Identified: cancers without alarm symptoms; missed: vague symptoms if GP access to diagnostics is limited or safety-netting weak.,reported diagnosis wait reductions in case-study evidence,,,Real health-system patient flows for identifying health issues,unknown,"Countries need a route for serious nonspecific symptoms, not only organ-specific red flags.","Create nonspecific-symptom pathways with GP gut-feeling field, blood-panel bundle and diagnostic-centre referral.",https://www.all-can.org/efficiency-hub/danish-cancer-patient-pathways-three-legged-strategy-for-faster-referral-and-diagnosis-of-cancer/,medium,Health-system case study of a distinctive diagnostic pathway model.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C047,S48,Risk of cancer and serious disease in Danish patients with urgent referral for NSSC,Denmark,specialist clinic / diagnostic centre,rare disease delay; referral delay; normal-test trap,non-specific symptoms and signs of cancer,"weight loss, fatigue, fever, malaise, diffuse pain, abnormal blood samples, GP gut feeling",Cohort study of urgent referral to Denmark's non-organ-specific cancer pathway; around one fifth had cancer.,Identified: substantial cancer prevalence among non-specific symptom referrals; missed: patients with serious symptoms outside pathway criteria.,2014-2021 cohort,,,Real health-system patient flows for identifying health issues,unknown,Nonspecific symptoms can represent high-yield diagnostic risk when systematically routed.,"Support structured referral for uncertainty, not just classic red flags.",https://www.nature.com/articles/s41416-024-02620-y,high,Peer-reviewed evidence for nonspecific symptom diagnostic pathways.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C048,S49,Healthcare Israel,Israel,primary care,lab trend missed; no one connected the dots,broad primary-care and chronic disease,"family doctor history, HIE/EMR data, quality indicators, follow-up measures",Israel's HMO-based system begins with family doctor/community health centers and uses longstanding digital records/HIE to give clinicians historical data at point of care.,Identified: strong longitudinal data infrastructure; missed: data availability does not guarantee synthesis of trends or patient narrative.,longitudinal,,,Real health-system patient flows for identifying health issues,unknown,Digitized history reduces fragmentation but still requires pattern recognition and alert design.,"Use longitudinal problem timelines and trend alerts, not just data access.",https://www1.health.gov.il/en/landing-pages/healthcare-israel/healthcare-israel/,medium,Health-system overview; not a single clinical workflow manual.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C049,S50,Maccabi Healthcare Services: Diagnostic Services,Israel,hospital outpatient / diagnostic services,abnormal result not followed up; no follow-up ownership,conditions requiring lab/imaging/cardiac diagnostics,"physician referral, collection site intake, test performance, result dissemination to physician computer/user stations, teleradiology",Diagnostic services are computerized from referral through collection/test and result delivery to physician and user stations; teleradiology centralizes interpretation for distant sites.,Identified: lab/imaging workflow and result dissemination; missed: action on result still depends on clinician/patient follow-up loop.,varies,,,Real health-system patient flows for identifying health issues,unknown,Result delivery is not the same as result action.,Link diagnostic-result delivery to acknowledgment and documented clinical next step.,https://www.maccabi4u.co.il/en/46562/main_english/our-healthcare-system/diagnostic-services/,medium,HMO service description; useful Israel/Middle East workflow example.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C050,S52,"Data analysis reveals common errors that prevent patients from getting timely, accurate diagnoses",US,cross-setting,documentation error; poor handoff; abnormal result not followed up,varied diagnostic errors,"test order, specimen, processing, result communication, monitoring, referral/consultation","Analysis of >3,000 diagnostic safety events found many errors in the testing process plus monitoring/follow-up and referral/consultation phases.","Missed/delayed: diagnoses due to technical, administrative and communication failures.",varies,,,Real health-system patient flows for identifying health issues,unknown,"Diagnostic failure is often an operations/communication problem, not just cognitive error.","Instrument handoffs: order-to-result, result-to-action, referral-to-appointment and missed-appointment loops.",https://home.ecri.org/blogs/ecri-news/data-analysis-reveals-common-errors-that-prevent-patients-from-getting-timely-accurate-diagnoses,medium,Good source for cross-setting black-zone prioritization.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C051,S53,Undiagnosed: When Your Rare Diagnosis Comes 30 Years Late,US,specialist clinic / rare disease,rare disease delay; patient self-advocacy required; no one connected the dots,rare congenital/neurologic condition,"longstanding symptoms, patient research, specialist suspicion, MRI/neurosurgical review",Patient story describes self-advocacy leading to specialist programme review and eventual rare diagnosis after decades.,Missed/delayed: rare diagnosis across many earlier encounters.,about 30 years,,,Real health-system patient flows for identifying health issues,unknown,Rare disease patients often carry the pattern across disconnected visits themselves.,Give patients a longitudinal symptom/problem timeline they can share across systems.,https://rarediseases.org/undiagnosed-when-your-rare-diagnosis-comes-30-years-late/,low,"Patient story, useful for unusual-flow capture; low generalizability.",2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C052,S54,Living with CKD: diagnosis experiences,UK,primary care / chronic disease,chronic illness invalidation; lab trend missed; documentation error,chronic kidney disease,"dismissed symptoms, communication issues, unseen records, kidney function results","Advocacy patient stories describe how CKD diagnosis experiences can involve communication problems, dismissed symptoms and records not seen.",Missed/delayed: chronic disease recognition or patient understanding.,varies,,,Real health-system patient flows for identifying health issues,unknown,Chronic illness identification can fail even when data exists if communication/records are not visible.,Pair lab trend alerts with patient-facing explanations and record visibility checks.,https://kidneycareuk.org/kidney-disease-information/your-stories/ckd-diagnosis-experiences/,low,"Patient-story source; useful qualitative signal, not a systematic estimate.",2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
