master_evidence_id,record_type,source_package_or_file,internal_id,source_id,topic_or_area,stage_or_layer,fact_or_finding,product_implication_or_interpretation,evidence_quality_or_status,evidence_ref,date_packaged
RF-EVID-0132,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E002,S02,red flag missed; repeated visits ignored; no follow-up ownership,first clinician assessment; imaging/lab interpretation; discharge,High-risk diagnoses may be missed at the first visit and only recognized after repeat ED return or deterioration.,Flag high-harm conditions linked to symptom clusters and require explicit exclusion/safety-netting before discharge.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E002,2026-05-30
RF-EVID-0133,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E003,S03,poor handoff; red flag missed; no follow-up ownership,arrival; registration; nurse triage; streaming; first clinician assessment,Patients may experience an 'occult wait' before triage if registration queues or digital check-in create hidden delays.,"Track real elapsed time from physical arrival to clinical assessment, not just time after registration.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E003,2026-05-30
RF-EVID-0134,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E004,S04,arrival; registration; red flag missed; poor handoff,registration; initial assessment; vitals,Operational queues can hide clinical risk before the patient is visible to the triage system.,Use queue surveillance and arrival-time capture; include deterioration prompts before formal triage is complete.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E004,2026-05-30
RF-EVID-0135,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E005,S05,documentation error; no one connected the dots; normal-test trap,arrival; intake; labs ordered; imaging ordered; lab interpretation; discharge/admission,Decision support needs upstream data completeness and downstream reassessment when diagnosis does not fit.,"Expose missing CURB-65 elements and create 'pursue other diagnoses' tracking, not just CAP disposition.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E005,2026-05-30
RF-EVID-0136,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E006,S06,digital access gap; incomplete history; red flag missed,arrival; intake form; triage; referral,"Self-service can speed flow but may miss nuance, language barriers or worsening while waiting.","Add accessibility fallback, clinician override, real-time deterioration alerts and visibility of prior visits.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E006,2026-05-30
RF-EVID-0137,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E007,S07,wrong specialty; poor handoff; no follow-up ownership,arrival; first clinician assessment; labs ordered; imaging ordered; referral; follow-up,"UTC boundaries are porous; patients may need escalation, diagnostics or follow-up ownership outside the UTC.","Show available diagnostics, escalation criteria and post-visit ownership in the same workflow.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E007,2026-05-30
RF-EVID-0138,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E008,S08,red flag missed; patient self-advocacy required,arrival; vitals; first clinician assessment; discharge/referral,The workflow depends on patients knowing when and how to report deterioration while waiting.,Provide waiting-room check-ins and explicit 'tell us now if...' symptom prompts in multiple languages.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E008,2026-05-30
RF-EVID-0139,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E009,S09,normal-test trap; lab trend missed; documentation error,vitals; nurse triage; first clinician assessment,"Vitals create early signal but can be incomplete, delayed or not trended against prior visits.","Require abnormal-vital acknowledgment, repeat-vital timers and trend comparison across visits.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E009,2026-05-30
RF-EVID-0140,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E010,S10,red flag missed; incomplete history; poor handoff,registration; intake form; nurse triage,Non-clinical intake staff may be the first safety barrier.,Use plain-language red-flag checklist and escalation button at registration.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E010,2026-05-30
RF-EVID-0141,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E011,S11,incomplete history; wrong specialty; no one connected the dots,before visit; intake form; referral,Digital triage may fragment complex histories into a single main symptom.,"Allow multi-symptom summaries, 'not captured' text, prior-risk integration and easy escalation to human review.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E011,2026-05-30
RF-EVID-0142,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E012,S12,wrong specialty; poor handoff; fragmented care,before visit; intake form; referral,The handoff is only as good as the service directory and referral visibility.,Audit outcome-to-arrival completion and failed referral attempts; surface no-capacity conditions.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E012,2026-05-30
RF-EVID-0143,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E013,S13,digital access gap; incomplete history; no follow-up ownership; chronic illness invalidation,before visit; intake form; first clinician assessment; follow-up,Online access can create a digital bottleneck and reduce the chance to observe/examine patients.,"Create safe fallback channels, complexity flags, remote-to-face-to-face conversion rules and continuity prompts.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E013,2026-05-30
RF-EVID-0144,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E014,S14,normal-test trap; incomplete physical exam; poor follow-up ownership,medical history; physical exam; vitals; referral; follow-up,Telehealth changes the signal set available for diagnosis.,Decision support should classify problems as telehealth-suitable vs requiring in-person exam/labs/imaging.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E014,2026-05-30
RF-EVID-0145,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E015,S15,incomplete history; wrong specialty; no one connected the dots,before visit; intake form; care navigation; first clinician assessment,Routing can optimize capacity but also become a diagnostic gate if symptoms are under-described.,Separate admin routing from clinical triage; capture escalation flags and repeated contacts.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E015,2026-05-30
RF-EVID-0146,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E016,S16,poor handoff; symptom dismissed; red flag missed,care navigation; clinical triage; referral,Ambiguity over whether a contact is administrative or clinical can lose risk signals.,Make role boundaries explicit and route uncertain cases to clinical triage.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E016,2026-05-30
RF-EVID-0147,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E017,S17,normal-test trap; referral delay; rare disease delay,medical history; physical exam; labs ordered; referral; safety netting,Threshold pathways may leave low-risk but persistent symptoms in a monitoring black zone.,"Add active-monitoring tasks and symptom persistence triggers, not only referral thresholds.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E017,2026-05-30
RF-EVID-0148,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E018,S18,normal-test trap; no follow-up ownership; repeated visits ignored,follow-up; repeat visit; diagnosis discussion,A negative test can prematurely close a diagnostic episode.,"Build safety-net plans with due dates, owner, patient-facing instructions and re-presentation counters.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E018,2026-05-30
RF-EVID-0149,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E019,S19,abnormal result not followed up; documentation error; no follow-up ownership,labs ordered; lab interpretation; follow-up,Test-result management crosses many people and organisations.,"Implement closed-loop result tracking, unresolved-result inboxes and backup reviewer rules.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E019,2026-05-30
RF-EVID-0150,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E020,S20,fragmented care; no one connected the dots; missing family/history context; repeated visits ignored,repeat visit; medical history; specialist review; emergency escalation,No one clinician/system connected the repeated back-pain presentations with prior cancer risk.,"Surface unresolved symptom threads, prior high-risk history and multiple-clinician patterns in the EHR.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E020,2026-05-30
RF-EVID-0151,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E021,S21,repeated visits ignored; no one connected the dots; bias or minimization,repeat visit; physical exam; referral; labs ordered,Repeat visits are often visible only as isolated encounters.,Create automatic repeat-presentation counters across phone/online/in-person and linked symptoms.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E021,2026-05-30
RF-EVID-0152,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E022,S22,symptom dismissed; chronic illness invalidation; bias or minimization; patient self-advocacy required,medical history; referral; specialist review; repeat visit,Chronic pain and women's health symptoms can be minimized despite repeated presentations.,"Track symptom duration/severity, repeated visits and invalidating language; prompt specialist referral criteria review.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E022,2026-05-30
RF-EVID-0153,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E023,S23,referral delay; no follow-up ownership; patient self-advocacy required,referral; follow-up; lab interpretation,"Referral is not a completed action unless the patient is seen, tests are done and results acted on.","Track referral state, wait risk, abnormal-test escalation and patient-visible next step.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E023,2026-05-30
RF-EVID-0154,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E024,S24,abnormal result not followed up; red flag missed; repeated visits ignored,imaging ordered; lab interpretation; follow-up; emergency return,"Imaging workflows fail at multiple points: ordering, performance, interpretation, communication, follow-up.","Closed-loop imaging: critical finding acknowledgment, patient notification and escalation if no action documented.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E024,2026-05-30
RF-EVID-0155,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E025,S25,poor handoff; abnormal result not followed up; no follow-up ownership,imaging ordered; imaging interpretation; discharge; follow-up,"Responsibility can diffuse between radiology, ED, GP and patient.","Require an accountable result owner, escalation timer and auditable action completion, not just report delivery.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E025,2026-05-30
RF-EVID-0156,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E026,S26,poor handoff; no follow-up ownership; abnormal result not followed up,discharge; follow-up; imaging/lab interpretation,Discharge can sever ownership of pending results.,Create discharge-pending-test registry and patient/clinician notification loops.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E026,2026-05-30
RF-EVID-0157,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E027,S27,wrong specialty; referral delay; poor handoff,referral; specialist review; follow-up,Referral triage creates a new work queue where responsibility can be unclear to patient and referrer.,Make referral state and owner visible to referrer and patient; alert when more information is requested or referral returned.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E027,2026-05-30
RF-EVID-0158,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E028,S28,incomplete history; wrong specialty; documentation error,referral; imaging ordered; labs ordered; specialist review,Straight-to-test pathways are efficient only when referral information is complete.,Embed mandatory clinical context fields and feedback loops for rejected/inappropriate tests.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E028,2026-05-30
RF-EVID-0159,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E029,S29,referral delay; no follow-up ownership; normal-test trap,referral; specialist review; imaging/labs ordered; follow-up,Advice can reduce unnecessary appointments but must not become a soft rejection of unresolved symptoms.,Record advice decisions with safety-net tasks and escalation criteria.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E029,2026-05-30
RF-EVID-0160,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E030,S30,poor handoff; fragmented care; no follow-up ownership,referral; discharge; follow-up,Safety-net clinics may be responsible for follow-up despite care occurring elsewhere.,Ingest outside discharge/test data and assign follow-up ownership automatically.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E030,2026-05-30
RF-EVID-0161,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E031,S31,fragmented care; no follow-up ownership,long-term monitoring; follow-up; referral,"Coordination is a model, not a closed-loop diagnostic guarantee.","Translate PCMH concepts into concrete diagnostic queues, unresolved-symptom lists and abnormal-result registries.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E031,2026-05-30
RF-EVID-0162,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E032,S32,abnormal result not followed up; patient self-advocacy required; no follow-up ownership,public health screening; lab interpretation; referral; follow-up,Abnormal screening is only useful if diagnostic colonoscopy happens.,Track abnormal-screen closure and navigator barrier categories to completion.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E032,2026-05-30
RF-EVID-0163,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E033,S33,referral delay; fragmented care; documentation error,public health screening; referral; follow-up,"Navigation fails if it is not staffed, documented, partnered and tracked.","Build navigator work queues, cross-organization data sharing and colonoscopy-status reconciliation.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E033,2026-05-30
RF-EVID-0164,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E034,S34,normal-test trap; no follow-up ownership,before visit; public health screening; lab interpretation; referral; follow-up,Screening can create false reassurance if symptoms are separated from screening result interpretation.,Pair negative results with symptom-trigger advice and GP follow-up prompts.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E034,2026-05-30
RF-EVID-0165,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E035,S35,no follow-up ownership; abnormal result not followed up; patient self-advocacy required,before visit; public health screening; imaging ordered; imaging interpretation; specialist review,Population screening has a built-in non-attendance black zone.,"Track invitations to attendance to result to assessment closure, including failed contacts.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E035,2026-05-30
RF-EVID-0166,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E036,S37,fragmented care; patient self-advocacy required; referral delay,before visit; referral; follow-up,The problem is often not clinical detection but completion of the next step.,"Barrier taxonomy should be part of follow-up workflow, not free-text only.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E036,2026-05-30
RF-EVID-0167,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E037,S38,referral delay; no follow-up ownership; lab trend missed,before visit; home/community visit; public health screening; referral; long-term monitoring,Community screening creates many positive signals that need tracking beyond the first contact.,"Use community registry, positive-screen worklist and two-way referral closure with ASHA follow-up.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E037,2026-05-30
RF-EVID-0168,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E038,S39,red flag missed; referral delay; incomplete history,medical history; physical exam; referral; emergency escalation,Low-resource workflows depend heavily on algorithms and referral availability.,"Show algorithm branch, missing supplies/tests and referral transport feasibility as workflow state.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E038,2026-05-30
RF-EVID-0169,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E039,S40,referral delay; poor handoff; low-resource supply gap,before visit; home/community visit; emergency escalation,"The first diagnostic encounter may happen at home, not a clinic.",Design offline-first CHW decision support with danger-sign escalation and referral feedback.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E039,2026-05-30
RF-EVID-0170,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E040,S41,poor handoff; no follow-up ownership; fragmented care,home/community visit; referral; follow-up,Community programmes can generate care access but require supervision and integration with facilities.,"Add supervision, stock, referral and outcome data to CHW workflows.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E040,2026-05-30
RF-EVID-0171,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E041,S42,red flag missed; arrival; poor handoff,arrival; nurse triage; vitals; first clinician assessment,"In many rural OPDs, primary and emergency care share a front door with no formal triage.",Low-cost triage checklists can be embedded into paper charts and later digitized.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E041,2026-05-30
RF-EVID-0172,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E042,S43,fragmented care; no one connected the dots; documentation error,home/community visit; long-term monitoring; referral,Community knowledge is powerful but can be under-documented or poorly integrated into clinical records.,Create structured CHW observation fields and escalation pathways into primary-care team huddles.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E042,2026-05-30
RF-EVID-0173,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E043,S44,lab/vital trend missed; no follow-up ownership,vitals; labs ordered; lab interpretation; long-term monitoring,"Screening must connect to protocolized treatment and follow-up, not just identify high BP.","Track BP measurement quality, risk category, protocol step, medication intensification and return date.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E043,2026-05-30
RF-EVID-0174,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E044,S45,no follow-up ownership; normal-test trap,before visit; public health screening; long-term monitoring,Preventive flow identifies risk before symptoms but depends on participation and sustained behaviour support.,"Link screening results to risk stratum, guidance plan, 3-month review and primary-care referral if needed.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E044,2026-05-30
RF-EVID-0175,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E045,S46,abnormal result not followed up; no follow-up ownership,before visit; public health screening; lab interpretation; follow-up,Screening result delivery by mail does not ensure comprehension or completion of confirmation testing.,Use confirmation-test tracking and patient-language result explanations.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E045,2026-05-30
RF-EVID-0176,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E046,S47,rare disease delay; referral delay; no one connected the dots,medical history; labs ordered; referral; specialist review,"Countries need a route for serious nonspecific symptoms, not only organ-specific red flags.","Create nonspecific-symptom pathways with GP gut-feeling field, blood-panel bundle and diagnostic-centre referral.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E046,2026-05-30
RF-EVID-0177,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E047,S48,rare disease delay; referral delay; normal-test trap,referral; specialist review; labs/imaging ordered,Nonspecific symptoms can represent high-yield diagnostic risk when systematically routed.,"Support structured referral for uncertainty, not just classic red flags.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E047,2026-05-30
RF-EVID-0178,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E048,S49,lab trend missed; no one connected the dots,before visit; first clinician assessment; long-term monitoring,Digitized history reduces fragmentation but still requires pattern recognition and alert design.,"Use longitudinal problem timelines and trend alerts, not just data access.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E048,2026-05-30
RF-EVID-0179,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E049,S50,abnormal result not followed up; no follow-up ownership,labs ordered; imaging ordered; lab interpretation; follow-up,Result delivery is not the same as result action.,Link diagnostic-result delivery to acknowledgment and documented clinical next step.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E049,2026-05-30
RF-EVID-0180,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E050,S52,documentation error; poor handoff; abnormal result not followed up,labs ordered; imaging ordered; referral; follow-up,"Diagnostic failure is often an operations/communication problem, not just cognitive error.","Instrument handoffs: order-to-result, result-to-action, referral-to-appointment and missed-appointment loops.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E050,2026-05-30
RF-EVID-0181,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E051,S53,rare disease delay; patient self-advocacy required; no one connected the dots,repeat visit; specialist review; imaging/genetic/special testing,Rare disease patients often carry the pattern across disconnected visits themselves.,Give patients a longitudinal symptom/problem timeline they can share across systems.,low,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E051,2026-05-30
RF-EVID-0182,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E052,S54,chronic illness invalidation; lab trend missed; documentation error,medical history; lab interpretation; diagnosis discussion,Chronic illness identification can fail even when data exists if communication/records are not visible.,Pair lab trend alerts with patient-facing explanations and record visibility checks.,low,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E052,2026-05-30
RF-EVID-0183,evidence_item,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E053,S56,incomplete history; physical exam missed; repeated visits ignored,first clinician assessment; medical history; physical exam; labs ordered,The highest-yield diagnostic signals may appear only after a return visit or hospitalization.,Use trigger tools to surface unplanned returns after recent visits and prompt diagnostic review.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E053,2026-05-30
RF-EVID-0184,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C001,S01,red flag missed; normal-test trap; incomplete history,red flag missed; normal-test trap; incomplete history,"Emergency Severity Index (ESI): A Triage Tool for Emergency Department Care, Version 4",Separate emergency risk score from diagnostic uncertainty; capture clinician concern and prior visits even when ESI level is lower.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C001,2026-05-30
RF-EVID-0185,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C002,S02,red flag missed; repeated visits ignored; no follow-up ownership,red flag missed; repeated visits ignored; no follow-up ownership,Diagnostic Errors in the Emergency Department: A Systematic Review,Flag high-harm conditions linked to symptom clusters and require explicit exclusion/safety-netting before discharge.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C002,2026-05-30
RF-EVID-0186,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C003,S03,poor handoff; red flag missed; no follow-up ownership,poor handoff; red flag missed; no follow-up ownership,Guidance for emergency departments: initial assessment,"Track real elapsed time from physical arrival to clinical assessment, not just time after registration.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C003,2026-05-30
RF-EVID-0187,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C004,S04,arrival; registration; red flag missed; poor handoff,arrival; registration; red flag missed; poor handoff,Initial Assessment of Emergency Department Patients,Use queue surveillance and arrival-time capture; include deterioration prompts before formal triage is complete.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C004,2026-05-30
RF-EVID-0188,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C005,S05,documentation error; no one connected the dots; normal-test trap,documentation error; no one connected the dots; normal-test trap,Emergency Department Workflow Diagrams,"Expose missing CURB-65 elements and create 'pursue other diagnoses' tracking, not just CAP disposition.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C005,2026-05-30
RF-EVID-0189,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C006,S06,digital access gap; incomplete history; red flag missed,digital access gap; incomplete history; red flag missed,Urgent care self-service,"Add accessibility fallback, clinician override, real-time deterioration alerts and visibility of prior visits.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C006,2026-05-30
RF-EVID-0190,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C007,S07,wrong specialty; poor handoff; no follow-up ownership,wrong specialty; poor handoff; no follow-up ownership,Urgent treatment centres: principles and standards,"Show available diagnostics, escalation criteria and post-visit ownership in the same workflow.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C007,2026-05-30
RF-EVID-0191,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C008,S08,red flag missed; patient self-advocacy required,red flag missed; patient self-advocacy required,When to visit an urgent treatment centre,Provide waiting-room check-ins and explicit 'tell us now if...' symptom prompts in multiple languages.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C008,2026-05-30
RF-EVID-0192,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C009,S09,normal-test trap; lab trend missed; documentation error,normal-test trap; lab trend missed; documentation error,Vital Signs in the Urgent Care Center,"Require abnormal-vital acknowledgment, repeat-vital timers and trend comparison across visits.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C009,2026-05-30
RF-EVID-0193,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C010,S10,red flag missed; incomplete history; poor handoff,red flag missed; incomplete history; poor handoff,Red Flags Identification and Intervention Policy for Urgent Care Centers,Use plain-language red-flag checklist and escalation button at registration.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C010,2026-05-30
RF-EVID-0194,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C011,S11,incomplete history; wrong specialty; no one connected the dots,incomplete history; wrong specialty; no one connected the dots,NHS 111 online,"Allow multi-symptom summaries, 'not captured' text, prior-risk integration and easy escalation to human review.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C011,2026-05-30
RF-EVID-0195,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C012,S12,wrong specialty; poor handoff; fragmented care,wrong specialty; poor handoff; fragmented care,NHS 111 online staff information,Audit outcome-to-arrival completion and failed referral attempts; surface no-capacity conditions.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C012,2026-05-30
