package_key,package_filename,package_topic,table_type,internal_id,source_id,source_title,source_url_or_identifier,country_or_region,setting_or_context,patient_stage_or_process_step,condition_or_issue,topic_category_or_theme,finding_or_quote_or_case,what_happened,what_was_missed_or_identified,delay_or_timeline,product_or_system_implication,evidence_quality,source_file_path,evidence_ref
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E002,S02,Diagnostic Errors in the Emergency Department: A Systematic Review,https://www.ncbi.nlm.nih.gov/books/NBK588197/,US-focused evidence,emergency department,first clinician assessment; imaging/lab interpretation; discharge,"stroke, MI, aortic dissection, VTE, meningitis/encephalitis, sepsis, spinal cord injury/compression, lung cancer",red flag missed; repeated visits ignored; no follow-up ownership,High-risk diagnoses may be missed at the first visit and only recognized after repeat ED return or deterioration.,Systematic review estimated diagnostic error harms and common high-harm conditions.,"Missed/delayed: serious ED diagnoses, especially vascular, neurologic, infection and cancer presentations.",,Flag high-harm conditions linked to symptom clusters and require explicit exclusion/safety-netting before discharge.,high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E002
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E003,S03,Guidance for emergency departments: initial assessment,https://www.england.nhs.uk/guidance-for-emergency-departments-initial-assessment/,England,emergency department,arrival; registration; nurse triage; streaming; first clinician assessment,undifferentiated emergency/urgent presentations,poor handoff; red flag missed; no follow-up ownership,Patients may experience an 'occult wait' before triage if registration queues or digital check-in create hidden delays.,"Initial assessment can include streaming, triage and rapid assessment/treatment to identify sickest patients and direct others to right service.",Identified: sickest patients and appropriate service route; risk: redirection decisions can become unsafe if not clinically governed.,,"Track real elapsed time from physical arrival to clinical assessment, not just time after registration.",high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E003
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E004,S04,Initial Assessment of Emergency Department Patients,https://rcem.ac.uk/wp-content/uploads/2025/04/Initial-Assessment.pdf,UK,emergency department,registration; initial assessment; vitals,undifferentiated ED attendance,arrival; registration; red flag missed; poor handoff,Operational queues can hide clinical risk before the patient is visible to the triage system.,"Register quickly, perform initial assessment by trained registered clinician, record minimum clinical fields and use early warning scores where relevant.",Identified: front-door risk; missed risk if queues are unmanaged before registration/assessment.,,Use queue surveillance and arrival-time capture; include deterioration prompts before formal triage is complete.,high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E004
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E005,S05,Emergency Department Workflow Diagrams,https://www.ahrq.gov/sites/default/files/wysiwyg/professionals/quality-patient-safety/quality-resources/tools/cap-toolkit/ed-workflowdiagrams.pdf,US,emergency department,arrival; intake; labs ordered; imaging ordered; lab interpretation; discharge/admission,suspected community-acquired pneumonia,documentation error; no one connected the dots; normal-test trap,Decision support needs upstream data completeness and downstream reassessment when diagnosis does not fit.,Patient arrives by EMS/walk-in; triage/intake RN collects key data; provider orders labs/CXR; CURB-65 and clinical assessment guide admission vs outpatient antibiotics.,Identified: pneumonia severity and disposition; risk: pneumonia mimic or alternative diagnosis may be missed if CDS anchors on CAP.,,"Expose missing CURB-65 elements and create 'pursue other diagnoses' tracking, not just CAP disposition.",medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E005
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E006,S06,Urgent care self-service,https://digital.nhs.uk/services/urgent-care-self-service-product,England,urgent care / ED front door,arrival; intake form; triage; referral,urgent non-life-threatening presentations,digital access gap; incomplete history; red flag missed,"Self-service can speed flow but may miss nuance, language barriers or worsening while waiting.","Patient self-checks in on kiosk/tablet, completes symptom triage, and can be prioritised, redirected or referred through service routing.","Identified: rapid symptom-led prioritisation and redirection; risk: digital access, literacy and symptom-description gaps.",,"Add accessibility fallback, clinician override, real-time deterioration alerts and visibility of prior visits.",medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E006
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E007,S07,Urgent treatment centres: principles and standards,https://www.england.nhs.uk/publication/urgent-treatment-centres-principles-and-standards/,England,urgent care,arrival; first clinician assessment; labs ordered; imaging ordered; referral; follow-up,minor injuries/ailments and urgent non-life-threatening problems,wrong specialty; poor handoff; no follow-up ownership,"UTC boundaries are porous; patients may need escalation, diagnostics or follow-up ownership outside the UTC.",UTCs accept booked and walk-in patients; provide basic diagnostics or protocols; share records/post-event messages and refer to ED/specialists when needed.,Identified: conditions manageable outside ED; risk: lack of diagnostic capability or wrong redirection.,,"Show available diagnostics, escalation criteria and post-visit ownership in the same workflow.",high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E007
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E008,S08,When to visit an urgent treatment centre,https://www.nhs.uk/nhs-services/urgent-and-emergency-care-services/when-to-visit-an-urgent-treatment-centre-urgent-care-centre-or-minor-injury-unit/,England,urgent care,arrival; vitals; first clinician assessment; discharge/referral,urgent non-life-threatening illness/injury,red flag missed; patient self-advocacy required,The workflow depends on patients knowing when and how to report deterioration while waiting.,"On arrival, patients may have observations by nurse, may wait by acuity not arrival order, and can be assessed/treated onsite or referred; GP is updated afterwards.",Identified: worsening symptoms during wait if patient tells staff; risk: passive reliance on patient to report deterioration.,,Provide waiting-room check-ins and explicit 'tell us now if...' symptom prompts in multiple languages.,medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E008
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E009,S09,Vital Signs in the Urgent Care Center,https://urgentcareassociation.org/wp-content/uploads/VITAL-SIGNS-IN-UC-CENTERS-04-2025_Revised.pdf,US,urgent care,vitals; nurse triage; first clinician assessment,urgent illness/injury,normal-test trap; lab trend missed; documentation error,"Vitals create early signal but can be incomplete, delayed or not trended against prior visits.","Initial vitals tailored to age, complaint and status; abnormal vitals reported and repeated.",Identified: physiologic instability; missed: serious disease with normal or incomplete vitals.,,"Require abnormal-vital acknowledgment, repeat-vital timers and trend comparison across visits.",medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E009
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E010,S10,Red Flags Identification and Intervention Policy for Urgent Care Centers,https://urgentcareassociation.org/wp-content/uploads/RED-FLAGS-04-2025_Revised.pdf,US,urgent care,registration; intake form; nurse triage,emergency red-flag presentations presenting to urgent care,red flag missed; incomplete history; poor handoff,Non-clinical intake staff may be the first safety barrier.,Registration/intake staff ask reason for visit; red flags trigger immediate rooming and clinician involvement or ED transfer.,Identified: conditions too high-risk for routine urgent care; missed: red flags hidden by vague complaint or poor intake phrasing.,,Use plain-language red-flag checklist and escalation button at registration.,medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E010
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E011,S11,NHS 111 online,https://111.nhs.uk/,England,telehealth,before visit; intake form; referral,urgent symptoms not immediately life-threatening,incomplete history; wrong specialty; no one connected the dots,Digital triage may fragment complex histories into a single main symptom.,"Patient completes one symptom pathway; service gives advice such as self-care, pharmacist, GP, UTC, ED or callback.",Identified: service disposition; missed: multi-symptom or known-condition context if algorithm is used one symptom at a time.,,"Allow multi-symptom summaries, 'not captured' text, prior-risk integration and easy escalation to human review.",medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E011
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E012,S12,NHS 111 online staff information,https://digital.nhs.uk/services/nhs-111-online,England,telehealth,before visit; intake form; referral,urgent symptom triage,wrong specialty; poor handoff; fragmented care,The handoff is only as good as the service directory and referral visibility.,Uses structured triage and service directory to recommend ambulance/ED/UTC/out-of-hours GP/GP/pharmacist/self-care outcomes.,Identified: appropriate service destination; missed: directory availability or local pathway mismatches can redirect incorrectly.,,Audit outcome-to-arrival completion and failed referral attempts; surface no-capacity conditions.,medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E012
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E013,S13,Digital tools for online consultation in general practice,https://www.hssib.org.uk/patient-safety-investigations/workforce-and-patient-safety/second-investigation-report/,England,telehealth,before visit; intake form; first clinician assessment; follow-up,varied primary-care requests; hidden serious illness,digital access gap; incomplete history; no follow-up ownership; chronic illness invalidation,Online access can create a digital bottleneck and reduce the chance to observe/examine patients.,Asynchronous online consultations support clinical/admin requests but may be capped or rerouted by practices for safety.,"Missed/delayed: safety incidents when digital tools reduce access, distort history or weaken proactive/long-term care.",,"Create safe fallback channels, complexity flags, remote-to-face-to-face conversion rules and continuity prompts.",high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E013
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E014,S14,Telehealth and Patient Safety,https://psnet.ahrq.gov/primer/telehealth-and-patient-safety,US / international,telehealth,medical history; physical exam; vitals; referral; follow-up,acute or chronic problems assessed remotely,normal-test trap; incomplete physical exam; poor follow-up ownership,Telehealth changes the signal set available for diagnosis.,"Telehealth can be safer when embedded in a medical home with records, tests, referrals and follow-up; risk rises when exam and communication are limited.","Missed: diagnostic cues requiring auscultation, private/inaccessible body areas, objective vitals or hands-on exam.",,Decision support should classify problems as telehealth-suitable vs requiring in-person exam/labs/imaging.,high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E014
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E015,S15,Modern General Practice Model,https://www.england.nhs.uk/long-read/modern-general-practice-model/,England,primary care,before visit; intake form; care navigation; first clinician assessment,broad primary-care problems,incomplete history; wrong specialty; no one connected the dots,Routing can optimize capacity but also become a diagnostic gate if symptoms are under-described.,"Modern access model directs patients via phone/online/in-person to the right professional first time, using care navigation and demand/capacity management.",Identified: routing need; missed: clinical complexity if navigation lacks enough symptom/risk context.,,Separate admin routing from clinical triage; capture escalation flags and repeated contacts.,high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E015
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E016,S16,Care navigation and triage in general practice,https://www.bma.org.uk/advice-and-support/gp-practices/gp-service-provision/care-navigation-and-triage-in-general-practice,UK,primary care,care navigation; clinical triage; referral,primary-care symptoms and admin requests,poor handoff; symptom dismissed; red flag missed,Ambiguity over whether a contact is administrative or clinical can lose risk signals.,Care navigation signposts to appropriate clinician or service; clinical triage by nurse/GP makes early clinical decisions.,Identified: difference between signposting and clinical triage; missed: escalation if administrative navigation substitutes for clinical judgment.,,Make role boundaries explicit and route uncertain cases to clinical triage.,medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E016
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E017,S17,Suspected cancer: recognition and referral (NG12),https://www.nice.org.uk/guidance/NG12/,England/Wales,primary care,medical history; physical exam; labs ordered; referral; safety netting,suspected cancer,normal-test trap; referral delay; rare disease delay,Threshold pathways may leave low-risk but persistent symptoms in a monitoring black zone.,"Guideline organizes referral/investigation actions by cancer site, symptom and findings; includes safety netting and diagnostic-process advice.",Identified: cancer suspicion thresholds; missed: patients below threshold or with nonspecific/vague symptoms unless active monitoring occurs.,,"Add active-monitoring tasks and symptom persistence triggers, not only referral thresholds.",high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E017
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E018,S18,Safety netting,https://www.cancerresearchuk.org/health-professional/diagnosis/primary-care/safety-netting,UK,primary care,follow-up; repeat visit; diagnosis discussion,possible cancer or other unresolved condition,normal-test trap; no follow-up ownership; repeated visits ignored,A negative test can prematurely close a diagnostic episode.,"Safety-netting gives time-bound follow-up, documents advice, ensures tests/referrals completed and monitors persistent symptoms even after negative tests.",Identified: ongoing risk despite low-risk or negative initial results; missed: no owner for follow-up tasks.,,"Build safety-net plans with due dates, owner, patient-facing instructions and re-presentation counters.",medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E018
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E019,S19,GP mythbuster: managing test results in general practice,https://www.cqc.org.uk/guidance-regulation/gps/gp-mythbusters,England,primary care,labs ordered; lab interpretation; follow-up,any condition with ordered tests,abnormal result not followed up; documentation error; no follow-up ownership,Test-result management crosses many people and organisations.,"Practice needs systems for ordering, tracking attendance, return/non-return, review, filing, patient communication and abnormal follow-up.","Missed: abnormal result not acted on, result not returned, no patient communication or clinician absence gap.",,"Implement closed-loop result tracking, unresolved-result inboxes and backup reviewer rules.",high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E019
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E020,S20,Continuity of care: delayed diagnosis in GP practices,https://www.hssib.org.uk/patient-safety-investigations/continuity-of-care-delayed-diagnosis-in-gp-practices/investigation-report/pdf/,England,primary care,repeat visit; medical history; specialist review; emergency escalation,metastatic breast cancer presenting as back pain,fragmented care; no one connected the dots; missing family/history context; repeated visits ignored,No one clinician/system connected the repeated back-pain presentations with prior cancer risk.,Over 8 months the patient saw many clinicians; eventual GP found spinal lump and sent patient to ED where CT found metastatic cancer.,Missed/delayed: unresolved symptoms and cancer-history context were not surfaced across repeat contacts.,,"Surface unresolved symptom threads, prior high-risk history and multiple-clinician patterns in the EHR.",high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E020
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E021,S21,Jess's Rule: Three strikes and we rethink,https://www.england.nhs.uk/long-read/jesss-rule-three-strikes-and-we-rethink/,England,primary care,repeat visit; physical exam; referral; labs ordered,persistent or escalating unexplained symptoms; cancer in origin story,repeated visits ignored; no one connected the dots; bias or minimization,Repeat visits are often visible only as isolated encounters.,"After three presentations, GP teams are prompted to reflect, review and rethink, consider face-to-face exam, second opinion, tests or referral.",Identified: repeat presentation as a diagnostic signal; missed: if repeat visits are not counted across clinicians/channels.,,Create automatic repeat-presentation counters across phone/online/in-person and linked symptoms.,medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E021
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E022,S22,"Years of being dismissed, ignored and belittled: Endometriosis UK diagnosis report",https://www.endometriosis-uk.org/diagnosis-report,UK,primary care,medical history; referral; specialist review; repeat visit,endometriosis,symptom dismissed; chronic illness invalidation; bias or minimization; patient self-advocacy required,Chronic pain and women's health symptoms can be minimized despite repeated presentations.,Survey documented repeated GP visits and A&E attendance before diagnosis; respondents reported dismissal/minimisation.,Missed/delayed: endometriosis diagnosis; patients often required repeated self-advocacy.,,"Track symptom duration/severity, repeated visits and invalidating language; prompt specialist referral criteria review.",medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E022
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E023,S23,The impact of waiting for care,https://www.healthwatch.co.uk/report/2023-10-03/impact-waiting-care,England,primary care / specialist referral,referral; follow-up; lab interpretation,varied unresolved conditions while waiting,referral delay; no follow-up ownership; patient self-advocacy required,"Referral is not a completed action unless the patient is seen, tests are done and results acted on.","Healthwatch gathered patient reports of waiting after GP referral, confusion over results and pressure to chase.","Missed/delayed: follow-up appointments, specialist action, scans/tests; GP sometimes unable to accelerate despite abnormal tests.",,"Track referral state, wait risk, abnormal-test escalation and patient-visible next step.",medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E023
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E024,S24,Patients being harmed due to repeated mistakes in reading scans,https://www.ombudsman.org.uk/news-and-blog/news/patients-being-harmed-due-repeated-mistakes-reading-scans,England,hospital outpatient / imaging / ED,imaging ordered; lab interpretation; follow-up; emergency return,cancer and other scan-detectable conditions,abnormal result not followed up; red flag missed; repeated visits ignored,"Imaging workflows fail at multiple points: ordering, performance, interpretation, communication, follow-up.","Ombudsman reported repeated failures in scan reading, carrying out scans and follow-up; a cancer case was only identified at a fifth A&E visit after lesion not reported.",Missed/delayed: abnormal scan findings and cancer diagnosis.,,"Closed-loop imaging: critical finding acknowledgment, patient notification and escalation if no action documented.",high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E024
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E025,S25,Failures in communication or follow-up of unexpected significant radiological findings,https://www.hssib.org.uk/patient-safety-investigations/failures-in-communication-or-follow-up-of-unexpected-significant-radiological-findings/,England,radiology / ED / primary care,imaging ordered; imaging interpretation; discharge; follow-up,lung cancer / unexpected significant radiology finding,poor handoff; abnormal result not followed up; no follow-up ownership,"Responsibility can diffuse between radiology, ED, GP and patient.",Investigation traced multistep communication of unexpected significant findings and weak assurance that action occurred.,Missed/delayed: significant finding not received or acted on; read receipts not enough.,,"Require an accountable result owner, escalation timer and auditable action completion, not just report delivery.",high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E025
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E026,S26,Core Elements of Hospital Diagnostic Excellence,https://www.cdc.gov/patient-safety/hcp/hospital-dx-excellence/index.html,US,inpatient ward / hospital outpatient,discharge; follow-up; imaging/lab interpretation,missed diagnoses after discharge; lung malignancy suspicion; pending tests,poor handoff; no follow-up ownership; abnormal result not followed up,Discharge can sever ownership of pending results.,Hospital diagnostic excellence framework encourages targeting pending tests and suspicious imaging follow-up.,Identified: high-risk diagnostic follow-up areas; missed: patients leaving hospital before test closure.,,Create discharge-pending-test registry and patient/clinician notification loops.,high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E026
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E027,S27,Referral Assessment Services - NHS e-Referral Service,https://digital.nhs.uk/services/e-referral-service/document-library/referral-assessment-services,England,specialist clinic,referral; specialist review; follow-up,conditions needing specialist opinion or diagnostic pathway,wrong specialty; referral delay; poor handoff,Referral triage creates a new work queue where responsibility can be unclear to patient and referrer.,"Referral Assessment Services allow provider review before booking; outcomes include booking, redirecting, requesting more info, or returning advice.",Identified: suitable pathway before appointment; missed: wrong worklist/status or insufficient referral information delays care.,,Make referral state and owner visible to referrer and patient; alert when more information is requested or referral returned.,high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E027
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E028,S28,Diagnostic services - NHS e-Referral Service,https://digital.nhs.uk/services/e-referral-service/document-library/diagnostic-services,England,hospital outpatient / diagnostic services,referral; imaging ordered; labs ordered; specialist review,conditions suitable for direct-to-test or clinical assessment,incomplete history; wrong specialty; documentation error,Straight-to-test pathways are efficient only when referral information is complete.,"Diagnostic e-RS models include direct-to-test, clinical assessment then test, and one-stop consultant-led models.",Identified: bypassing first outpatient appointment for needed tests; missed: poor referral templates can omit critical context.,,Embed mandatory clinical context fields and feedback loops for rejected/inappropriate tests.,medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E028
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E029,S29,Outpatient recovery and transformation improvement guide,https://www.england.nhs.uk/long-read/outpatient-recovery-and-transformation-improvement-guide/,England,hospital outpatient / specialist clinic,referral; specialist review; imaging/labs ordered; follow-up,gastrointestinal and other specialty referrals,referral delay; no follow-up ownership; normal-test trap,Advice can reduce unnecessary appointments but must not become a soft rejection of unresolved symptoms.,"Improvement guide promotes advice/guidance, straight-to-test, pre-appointment hubs; one GI case cut waits through advice and e-RS.",Identified: faster specialist input; missed: advice-only management without clear follow-up if symptoms persist.,,Record advice decisions with safety-net tasks and escalation criteria.,medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E029
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E030,S30,Health Center Program Compliance Manual: Continuity of Care and Hospital Admitting,https://bphc.hrsa.gov/compliance/compliance-manual/chapter7,US,community health center,referral; discharge; follow-up,post-ED/hospital follow-up and ongoing primary-care needs,poor handoff; fragmented care; no follow-up ownership,Safety-net clinics may be responsible for follow-up despite care occurring elsewhere.,Health centers must have referral/hospital arrangements and processes to receive/record ED or hospital visit information and follow-up actions.,Identified: need for continuity; missed: discharge info not received or tracked.,,Ingest outside discharge/test data and assign follow-up ownership automatically.,high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E030
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E031,S31,Health Center Program: Patient-Centered Medical Home,https://bphc.hrsa.gov/technical-assistance/clinical-quality-improvement/patient-centered-medical-home,US,community health center,long-term monitoring; follow-up; referral,chronic disease and preventive care,fragmented care; no follow-up ownership,"Coordination is a model, not a closed-loop diagnostic guarantee.",PCMH recognition emphasizes care coordination and continuous quality improvement in health centers.,Identified: coordination model; missed: PCMH standards may not guarantee specific diagnostic follow-up closure without local systems.,,"Translate PCMH concepts into concrete diagnostic queues, unresolved-symptom lists and abnormal-result registries.",medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E031
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E032,S32,Reach and effectiveness of a centralized navigation program for patients with positive FITs,https://www.sciencedirect.com/science/article/pii/S221133552300102X,US: North Carolina,community health center / public health screening,public health screening; lab interpretation; referral; follow-up,colorectal cancer risk after abnormal FIT,abnormal result not followed up; patient self-advocacy required; no follow-up ownership,Abnormal screening is only useful if diagnostic colonoscopy happens.,"Mailed FIT outreach identified abnormal results; centralized patient navigation addressed informational, emotional, financial and transport barriers to colonoscopy.",Identified: abnormal FIT needing colonoscopy; missed: patients not reached or declining navigation remain at risk.,,Track abnormal-screen closure and navigator barrier categories to completion.,medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E032
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E033,S33,Implementing a successful patient navigation program for follow-up colonoscopy after abnormal FIT,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0343659,US: Washington state,community health center / screening,public health screening; referral; follow-up,abnormal FIT requiring colonoscopy,referral delay; fragmented care; documentation error,"Navigation fails if it is not staffed, documented, partnered and tracked.","PRECISE trial implementation support trained navigators and documented challenges in workload, documentation, partnerships and tracking.",unknown,,"Build navigator work queues, cross-organization data sharing and colonoscopy-status reconciliation.",medium,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E033
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E034,S34,Bowel cancer screening,https://www.nhs.uk/tests-and-treatments/bowel-cancer-screening/,England,public health screening,before visit; public health screening; lab interpretation; referral; follow-up,bowel cancer,normal-test trap; no follow-up ownership,Screening can create false reassurance if symptoms are separated from screening result interpretation.,Eligible people receive FIT at home; results usually within 2 weeks; further tests lead to specialist nurse and usually colonoscopy; negative screen does not rule out cancer if symptoms occur.,Identified: occult blood needing diagnostic work-up; missed: symptomatic people reassured by negative screening result.,,Pair negative results with symptom-trigger advice and GP follow-up prompts.,high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E034
A_flows,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,Research A / health-system patient flows,evidence_item,E035,S35,Breast screening programme: pathway requirements,https://www.gov.uk/government/publications/breast-screening-programme-pathway-requirements/breast-screening-programme-pathway-requirements,England,public health screening,before visit; public health screening; imaging ordered; imaging interpretation; specialist review,breast cancer,no follow-up ownership; abnormal result not followed up; patient self-advocacy required,Population screening has a built-in non-attendance black zone.,"Programme sends invitations, performs mammography, recalls non-attenders/technical failures, and sends abnormal cases to assessment clinic/MDT.","Identified: mammographic abnormalities; missed: non-attendance, unclear images, communication failures.",,"Track invitations to attendance to result to assessment closure, including failed contacts.",high,02_extracted_evidence/evidence_items.csv,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E035
